Episode,Reward,Length,Success,Collisions,Fires
168,-9.90000000000002,128,0,8,0
169,-18.19999999999999,83,0,0,1
170,-6.099999999999966,144,0,2,0
171,-7.099999999999987,136,0,4,0
172,-8.99999999999999,173,0,2,0
173,-26.499999999999968,157,0,1,1
174,-15.600000000000001,30,0,3,1
175,2.400000000000011,77,1,0,0
176,-15.799999999999995,59,0,0,1
177,-22.700000000000063,200,0,3,0
178,-2.4999999999999822,99,0,3,0
179,-3.799999999999974,121,0,2,0
180,-22.700000000000045,200,0,3,0
181,-20.000000000000014,200,0,0,0
182,-20.900000000000027,200,0,1,0
183,-3.099999999999987,87,0,5,0
184,-20.000000000000014,200,0,0,0
185,-20.000000000000014,200,0,0,0
186,-20.000000000000014,200,0,0,0
187,-0.2999999999999794,104,0,0,0
188,-18.299999999999986,84,0,0,1
189,-25.400000000000027,200,0,6,0
190,-3.399999999999979,108,0,3,0
191,-5.79999999999996,159,0,0,0
192,2.70000000000001,65,1,1,0
193,-12.300000000000036,143,0,9,0
194,-7.999999999999986,181,0,0,0
195,-9.09999999999999,174,0,2,0
196,-16.499999999999996,57,0,1,1
197,2.70000000000001,74,1,0,0
198,-13.600000000000001,37,0,0,1
199,-21.099999999999977,112,0,0,1
200,-2.3999999999999826,98,0,3,0
201,-23.29999999999997,134,0,0,1
202,-18.099999999999994,55,0,3,1
203,2.9000000000000092,63,1,1,0
204,4.300000000000004,58,1,0,0
205,-1.2999999999999794,105,0,1,0
206,-24.500000000000025,200,0,5,0
207,-20.90000000000003,200,0,1,0
208,-3.8999999999999666,140,0,0,0
209,2.0000000000000124,81,1,0,0
210,-25.299999999999972,118,0,4,1
211,-3.9999999999999662,141,0,0,0
212,-20.000000000000014,200,0,0,0
213,-10.89999999999997,174,0,4,0
214,-1.3999999999999826,97,0,2,0
215,-16.39999999999999,65,0,0,1
216,-11.100000000000012,122,0,10,0
217,-1.6999999999999815,100,0,2,0
218,-15.399999999999997,55,0,0,1
219,-0.39999999999997904,105,0,0,0
220,-22.700000000000028,200,0,3,0
221,5.6,45,1,0,0
222,-1.2999999999999794,105,0,1,0
223,-6.399999999999967,156,0,1,0
224,-20.000000000000014,200,0,0,0
225,4.700000000000003,54,1,0,0
226,-23.299999999999972,125,0,1,1
227,4.200000000000005,59,1,0,0
228,-20.000000000000014,200,0,0,0
229,-0.8999999999999879,83,0,3,0
230,-18.899999999999984,90,0,0,1
231,-28.700000000000003,170,0,2,1
232,-21.099999999999977,103,0,1,1
233,-7.699999999999974,169,0,1,0
234,6.599999999999998,35,1,0,0
235,-20.900000000000013,200,0,1,0
236,5.899999999999999,42,1,0,0
237,-20.900000000000013,200,0,1,0
238,3.0000000000000053,62,1,1,0
239,-9.899999999999999,191,0,1,0
240,-19.099999999999984,92,0,0,1
241,-0.9999999999999769,111,0,0,0
242,-20.000000000000014,200,0,0,0
243,-5.89999999999997,106,0,6,0
244,-5.299999999999965,145,0,1,0
245,-20.000000000000014,200,0,0,0
246,-20.000000000000014,200,0,0,0
247,-13.200000000000001,24,0,1,1
248,7.699999999999999,24,1,0,0
249,-6.499999999999968,157,0,1,0
250,-14.600000000000001,38,0,1,1
251,-4.199999999999973,125,0,2,0
252,-6.299999999999965,155,0,1,0
253,-21.299999999999976,114,0,0,1
254,-12.100000000000001,22,0,0,1
255,-7.199999999999974,173,0,0,0
256,-5.799999999999963,150,0,1,0
257,6.399999999999999,37,1,0,0
258,-10.500000000000004,161,0,5,0
259,1.4000000000000146,87,1,0,0
260,-2.299999999999983,88,0,4,0
261,5.699999999999999,44,1,0,0
262,-3.89999999999997,131,0,1,0
263,-4.599999999999964,147,0,0,0
264,3.4000000000000075,67,1,0,0
265,2.2000000000000117,79,1,0,0
266,-5.699999999999978,113,0,5,0
267,-0.7999999999999812,100,0,1,0
268,-2.0999999999999766,113,0,1,0
269,-8.499999999999964,168,0,2,0
270,-0.8999999999999844,92,0,2,0
271,-4.899999999999963,150,0,0,0
272,2.9000000000000057,63,1,1,0
273,-10.300000000000004,195,0,1,0
274,-25.999999999999957,161,0,0,1
275,1.7000000000000135,84,1,0,0
276,-2.7999999999999776,111,0,2,0
277,-6.599999999999966,167,0,0,0
278,3.300000000000008,68,1,0,0
279,4.400000000000004,57,1,0,0
280,-1.799999999999974,119,0,0,0
281,6.799999999999999,33,1,0,0
282,2.5000000000000036,58,1,2,0
283,-4.299999999999965,144,0,0,0
284,-0.3999999999999826,96,0,1,0
285,-1.6999999999999815,100,0,2,0
286,7.199999999999999,29,1,0,0
287,-3.8999999999999844,95,0,5,0
288,-1.499999999999984,89,0,3,0
289,-20.000000000000014,200,0,0,0
290,-27.900000000000006,108,0,8,1
291,-0.3999999999999826,96,0,1,0
292,-20.000000000000014,200,0,0,0
293,-3.2999999999999687,134,0,0,0
294,1.4000000000000146,87,1,0,0
295,-21.800000000000047,200,0,2,0
296,3.300000000000008,68,1,0,0
297,3.800000000000006,63,1,0,0
298,-34.39999999999999,191,0,6,1
299,-5.799999999999967,141,0,2,0
300,-4.799999999999963,149,0,0,0
301,-24.79999999999996,149,0,0,1
302,2.300000000000008,69,1,1,0
303,-8.199999999999989,147,0,4,0
304,0.5000000000000178,96,1,0,0
305,-3.99999999999997,132,0,1,0
306,-20.499999999999986,88,0,2,1
307,-4.599999999999964,147,0,0,0
308,-0.5999999999999819,98,0,1,0
309,-20.90000000000003,200,0,1,0
310,1.5000000000000142,86,1,0,0
311,-6.399999999999963,165,0,0,0
312,-20.90000000000003,200,0,1,0
313,1.7000000000000135,84,1,0,0
314,2.300000000000008,69,1,1,0
315,-19.299999999999983,94,0,0,1
316,2.9000000000000092,72,1,0,0
317,-8.700000000000003,170,0,2,0
318,-0.7999999999999776,109,0,0,0
319,5.999999999999998,41,1,0,0
320,2.70000000000001,74,1,0,0
321,0.6000000000000174,95,1,0,0
322,2.100000000000012,80,1,0,0
323,-19.299999999999986,85,0,1,1
324,-11.599999999999987,181,0,4,0
325,1.8000000000000131,83,1,0,0
326,1.5987211554602254e-14,92,1,1,0
327,0.6000000000000139,86,1,1,0
328,-0.4999999999999787,106,0,0,0
329,-24.699999999999964,148,0,0,1
330,-7.599999999999987,159,0,2,0
331,-1.3999999999999755,115,0,0,0
332,4.900000000000002,52,1,0,0
333,-1.599999999999989,81,0,4,0
334,3.7000000000000037,46,1,2,0
335,5.6,45,1,0,0
336,3.600000000000003,56,1,1,0
337,4.8000000000000025,53,1,0,0
338,-0.1999999999999904,76,0,3,0
339,-20.59999999999998,107,0,0,1
340,3.9000000000000057,62,1,0,0
341,-22.79999999999997,129,0,0,1
342,-2.2999999999999794,106,0,2,0
343,6.899999999999999,32,1,0,0
344,3.000000000000009,71,1,0,0
345,-7.599999999999987,114,0,7,0
346,4.600000000000003,55,1,0,0
347,5.499999999999999,37,1,1,0
348,-4.699999999999971,130,0,2,0
349,-16.999999999999993,71,0,0,1
350,1.100000000000012,81,1,1,0
351,5.000000000000002,51,1,0,0
352,1.1000000000000156,90,1,0,0
353,-11.300000000000026,187,0,3,0
354,-22.700000000000045,200,0,3,0
355,4.100000000000001,51,1,1,0
356,4.000000000000002,52,1,1,0
357,1.8000000000000131,83,1,0,0
358,5.100000000000001,50,1,0,0
359,-0.1999999999999833,94,0,1,0
360,3.7000000000000064,64,1,0,0
361,4.899999999999999,43,1,1,0
362,-15.799999999999995,59,0,0,1
363,1.100000000000012,81,1,1,0
364,6.299999999999998,38,1,0,0
365,1.4000000000000146,87,1,0,0
366,-9.29999999999998,167,0,3,0
367,-26.799999999999986,97,0,8,1
368,1.5987211554602254e-14,92,1,1,0
369,3.7000000000000064,64,1,0,0
370,-1.799999999999974,119,0,0,0
371,-5.499999999999961,156,0,0,0
372,-1.599999999999989,81,0,4,0
373,-5.499999999999968,138,0,2,0
374,-16.199999999999996,54,0,1,1
375,-7.0999999999999694,136,0,4,0
376,-14.3,44,0,0,1
377,0.20000000000001883,99,1,0,0
378,-6.699999999999967,159,0,1,0
379,2.800000000000006,64,1,1,0
380,5.099999999999998,41,1,1,0
381,1.7000000000000135,84,1,0,0
382,-5.7999999999999705,123,0,4,0
383,-3.0999999999999766,114,0,2,0
384,0.9000000000000163,92,1,0,0
385,5.199999999999999,22,1,3,0
386,3.000000000000009,71,1,0,0
387,1.6000000000000032,58,1,3,0
388,4.100000000000005,60,1,0,0
389,2.2000000000000117,79,1,0,0
390,-5.599999999999961,157,0,0,0
391,-9.199999999999974,175,0,2,0
392,5.4,47,1,0,0
393,-12.200000000000001,23,0,0,1
394,-9.299999999999994,122,0,8,0
395,-16.699999999999996,50,0,2,1
396,6.1999999999999975,39,1,0,0
397,-3.2999999999999687,134,0,0,0
398,3.4000000000000075,67,1,0,0
399,-5.799999999999963,150,0,1,0
400,5.799999999999999,34,1,1,0
401,3.300000000000008,68,1,0,0
402,1.5000000000000142,86,1,0,0
403,-20.000000000000014,200,0,0,0
404,-18.099999999999987,82,0,0,1
405,5.300000000000001,48,1,0,0
406,4.000000000000005,61,1,0,0
407,6.499999999999998,36,1,0,0
408,-4.299999999999965,144,0,0,0
409,6.099999999999999,31,1,1,0
410,4.200000000000005,59,1,0,0
411,3.600000000000003,56,1,1,0
412,-2.199999999999976,114,0,1,0
413,6.899999999999999,32,1,0,0
414,-1.2999999999999758,114,0,0,0
415,-7.199999999999974,173,0,0,0
416,4.300000000000005,49,1,1,0
417,5.599999999999998,36,1,1,0
418,-1.699999999999978,109,0,1,0
419,-0.0999999999999801,102,0,0,0
420,-25.400000000000105,200,0,6,0
421,-6.499999999999972,148,0,2,0
422,-0.1999999999999833,94,0,1,0
423,3.3000000000000043,59,1,1,0
424,-2.7999999999999847,93,0,4,0
425,-8.099999999999973,173,0,1,0
426,4.5000000000000036,56,1,0,0
427,-3.399999999999986,90,0,5,0
428,-2.0999999999999766,113,0,1,0
429,-6.699999999999967,150,0,2,0
430,0.9000000000000163,92,1,0,0
431,5.000000000000002,51,1,0,0
432,5.999999999999998,41,1,0,0
433,4.699999999999999,45,1,1,0
434,-0.5999999999999783,107,0,0,0
435,4.100000000000005,60,1,0,0
436,5.300000000000001,48,1,0,0
437,4.300000000000004,58,1,0,0
438,-6.099999999999962,153,0,1,0
439,0.10000000000001208,82,1,2,0
440,0.5000000000000178,96,1,0,0
441,-7.899999999999988,171,0,1,0
442,-3.3999999999999684,135,0,0,0
443,5.699999999999999,44,1,0,0
444,2.9000000000000092,72,1,0,0
445,-2.1999999999999726,123,0,0,0
446,5.799999999999999,43,1,0,0
447,3.6000000000000068,65,1,0,0
448,2.100000000000012,80,1,0,0
449,-13.900000000000002,40,0,0,1
450,-20.900000000000013,200,0,1,0
451,3.6000000000000068,65,1,0,0
452,6.299999999999999,29,1,1,0
453,-1.0999999999999872,85,0,3,0
454,2.0000000000000124,81,1,0,0
455,3.800000000000006,63,1,0,0
456,-8.399999999999991,185,0,0,0
457,-3.299999999999976,116,0,2,0
458,3.4000000000000004,49,1,2,0
459,3.000000000000009,71,1,0,0
460,3.7000000000000064,64,1,0,0
461,2.000000000000009,72,1,1,0
462,4.8000000000000025,53,1,0,0
463,-21.80000000000001,200,0,2,0
464,-3.8999999999999666,140,0,0,0
465,-1.5999999999999819,99,0,2,0
466,1.70000000000001,75,1,1,0
467,0.6000000000000174,95,1,0,0
468,-5.1999999999999655,144,0,1,0
469,5.799999999999999,43,1,0,0
470,4.100000000000005,60,1,0,0
471,-1.0999999999999766,112,0,0,0
472,4.000000000000005,61,1,0,0
473,6.699999999999999,25,1,1,0
474,-0.3999999999999826,96,0,1,0
475,3.1000000000000085,70,1,0,0
476,-5.4999999999999645,147,0,1,0
477,5.099999999999998,41,1,1,0
478,3.400000000000004,58,1,1,0
479,2.1000000000000085,71,1,1,0
480,4.200000000000001,41,1,2,0
481,-0.699999999999978,108,0,0,0
482,0.9000000000000163,92,1,0,0
483,3.6000000000000068,65,1,0,0
484,2.1000000000000094,62,1,2,0
485,-1.2999999999999794,105,0,1,0
486,0.9000000000000057,65,1,3,0
487,4.300000000000004,58,1,0,0
488,8.0,21,1,0,0
489,-9.399999999999991,177,0,2,0
490,-0.2999999999999794,104,0,0,0
491,5.200000000000001,49,1,0,0
492,6.099999999999998,40,1,0,0
493,1.8000000000000131,83,1,0,0
494,6.899999999999999,32,1,0,0
495,-0.7999999999999812,100,0,1,0
496,3.000000000000006,53,1,2,0
497,4.699999999999998,36,1,2,0
498,2.3000000000000114,78,1,0,0
499,1.8000000000000096,74,1,1,0
500,4.400000000000004,57,1,0,0
501,7.6,25,1,0,0
502,2.9000000000000092,72,1,0,0
503,-1.8999999999999773,111,0,1,0
504,4.200000000000005,59,1,0,0
505,-4.699999999999985,94,0,6,0
506,-7.899999999999977,153,0,3,0
507,3.200000000000008,69,1,0,0
508,4.6,46,1,1,0
509,5.200000000000002,40,1,1,0
510,3.800000000000006,63,1,0,0
511,3.1000000000000085,70,1,0,0
512,-2.6999999999999744,101,0,3,0
513,4.700000000000003,54,1,0,0
514,4.700000000000003,54,1,0,0
515,-14.0,196,0,5,0
516,5.300000000000002,39,1,1,0
517,-1.8999999999999897,75,0,5,0
518,-19.599999999999987,88,0,1,1
519,0.8000000000000167,93,1,0,0
520,-0.5999999999999783,107,0,0,0
521,4.200000000000005,50,1,1,0
522,0.6000000000000139,86,1,1,0
523,2.0000000000000124,81,1,0,0
524,4.200000000000001,50,1,1,0
525,6.799999999999999,33,1,0,0
526,4.699999999999999,45,1,1,0
527,6.799999999999999,33,1,0,0
528,-2.7999999999999776,111,0,2,0
529,-4.599999999999978,111,0,4,0
530,-12.300000000000033,170,0,6,0
531,-0.19999999999998685,85,0,2,0
532,2.400000000000011,77,1,0,0
533,5.999999999999998,41,1,0,0
534,5.699999999999999,44,1,0,0
535,-9.199999999999989,184,0,1,0
536,5.500000000000001,37,1,1,0
537,-26.399999999999967,156,0,1,1
538,6.399999999999999,37,1,0,0
539,6.799999999999999,24,1,1,0
540,-11.500000000000053,171,0,5,0
541,4.5000000000000036,56,1,0,0
542,-2.09999999999998,104,0,2,0
543,3.500000000000001,39,1,3,0
544,0.6000000000000174,95,1,0,0
545,5.000000000000002,51,1,0,0
546,0.6000000000000139,86,1,1,0
547,1.9000000000000092,73,1,1,0
548,5.699999999999999,26,1,2,0
549,1.6000000000000139,85,1,0,0
550,0.8000000000000096,75,1,2,0
551,-7.399999999999963,157,0,2,0
552,-1.999999999999977,112,0,1,0
553,6.299999999999998,38,1,0,0
554,3.600000000000003,47,1,2,0
555,1.70000000000001,75,1,1,0
556,3.8999999999999986,35,1,3,0
557,-4.499999999999979,110,0,4,0
558,7.199999999999999,29,1,0,0
559,1.6000000000000103,76,1,1,0
560,5.699999999999999,44,1,0,0
561,6.799999999999999,33,1,0,0
562,3.900000000000002,35,1,3,0
563,-2.699999999999978,110,0,2,0
564,-0.0999999999999801,102,0,0,0
565,3.800000000000006,63,1,0,0
566,6.099999999999998,40,1,0,0
567,3.7000000000000046,55,1,1,0
568,2.100000000000012,80,1,0,0
569,5.999999999999998,32,1,1,0
570,4.100000000000001,51,1,1,0
571,5.300000000000001,48,1,0,0
572,5.8999999999999995,33,1,1,0
573,2.0000000000000124,81,1,0,0
574,-16.299999999999997,55,0,1,1
575,2.600000000000003,57,1,2,0
576,6.499999999999998,36,1,0,0
577,2.2000000000000046,61,1,2,0
578,4.300000000000004,58,1,0,0
579,-2.5999999999999712,118,0,1,0
580,1.1000000000000085,72,1,2,0
581,1.100000000000012,81,1,1,0
582,6.8999999999999995,23,1,1,0
583,-7.4999999999999645,158,0,2,0
584,5.799999999999999,43,1,0,0
585,-3.6999999999999673,138,0,0,0
586,1.4000000000000075,69,1,2,0
587,5.6,45,1,0,0
588,4.300000000000004,49,1,1,0
589,5.999999999999998,41,1,0,0
590,0.9000000000000163,92,1,0,0
591,5.799999999999999,43,1,0,0
592,3.1000000000000085,70,1,0,0
593,5.000000000000002,51,1,0,0
594,7.299999999999999,28,1,0,0
595,0.9000000000000163,92,1,0,0
596,-4.099999999999984,97,0,5,0
597,3.4000000000000004,49,1,2,0
598,0.8000000000000131,84,1,1,0
599,5.6,45,1,0,0
600,5.5,46,1,0,0
601,-1.999999999999977,112,0,1,0
602,6.499999999999998,36,1,0,0
603,3.7000000000000064,64,1,0,0
604,3.1000000000000085,70,1,0,0
605,3.6000000000000068,65,1,0,0
606,5.000000000000003,42,1,1,0
607,4.800000000000001,44,1,1,0
608,-0.29999999999998295,95,0,1,0
609,4.699999999999999,45,1,1,0
610,-0.19999999999998685,85,0,2,0
611,2.70000000000001,74,1,0,0
612,4.400000000000004,57,1,0,0
613,-2.89999999999997,130,0,0,0
614,5.5,46,1,0,0
615,7.399999999999999,27,1,0,0
616,4.5,38,1,2,0
617,0.30000000000001137,80,1,2,0
618,6.299999999999999,29,1,1,0
619,-1.4999999999999822,98,0,2,0
620,4.000000000000005,61,1,0,0
621,5.200000000000001,49,1,0,0
622,3.6000000000000068,56,1,1,0
623,1.5000000000000142,86,1,0,0
624,2.400000000000012,68,1,1,0
625,-1.4999999999999822,98,0,2,0
626,5.5,46,1,0,0
627,3.8000000000000025,54,1,1,0
628,7.299999999999999,28,1,0,0
629,7.299999999999999,28,1,0,0
630,8.9,12,1,0,0
631,7.199999999999999,29,1,0,0
632,-0.2999999999999865,86,0,2,0
633,3.7000000000000064,64,1,0,0
634,1.4000000000000092,60,1,3,0
635,2.100000000000012,80,1,0,0
636,0.7000000000000135,85,1,1,0
637,5.899999999999999,33,1,1,0
638,2.100000000000012,80,1,0,0
639,1.7000000000000117,75,1,1,0
640,2.600000000000011,66,1,1,0
641,5.400000000000001,38,1,1,0
642,6.999999999999998,31,1,0,0
643,6.099999999999998,40,1,0,0
644,7.6,25,1,0,0
645,5.6,45,1,0,0
646,4.999999999999998,33,1,2,0
647,6.799999999999999,33,1,0,0
648,6.1999999999999975,39,1,0,0
649,5.000000000000002,51,1,0,0
650,-2.399999999999972,125,0,0,0
651,6.599999999999998,35,1,0,0
652,7.299999999999999,28,1,0,0
653,7.699999999999999,24,1,0,0
654,-0.29999999999999005,77,0,3,0
655,5.099999999999999,32,1,2,0
656,4.000000000000005,61,1,0,0
657,5.999999999999998,41,1,0,0
658,5.000000000000002,51,1,0,0
659,2.4000000000000004,50,1,3,0
660,3.500000000000007,66,1,0,0
661,3.500000000000007,66,1,0,0
662,7.199999999999999,29,1,0,0
663,5.999999999999998,41,1,0,0
664,1.5000000000000142,77,1,1,0
665,5.5,46,1,0,0
666,1.3000000000000114,79,1,1,0
667,3.600000000000003,56,1,1,0
668,0.70000000000001,76,1,2,0
669,4.100000000000005,60,1,0,0
670,8.299999999999999,18,1,0,0
671,0.400000000000011,79,1,2,0
672,5.999999999999998,41,1,0,0
673,-10.600000000000009,189,0,2,0
674,1.100000000000012,72,1,2,0
675,7.6,25,1,0,0
676,8.6,15,1,0,0
677,-4.499999999999979,110,0,4,0
678,6.099999999999998,40,1,0,0
679,3.8000000000000025,54,1,1,0
680,5.000000000000002,51,1,0,0
681,3.4000000000000075,67,1,0,0
682,4.6,46,1,1,0
683,0.6000000000000103,77,1,2,0
684,8.1,20,1,0,0
685,1.6000000000000139,76,1,1,0
686,5.4,47,1,0,0
687,-15.799999999999999,50,0,1,1
688,0.70000000000001,76,1,2,0
689,-17.999999999999993,72,0,1,1
690,4.100000000000005,60,1,0,0
691,1.100000000000012,81,1,1,0
692,7.299999999999999,28,1,0,0
693,5.799999999999999,43,1,0,0
694,3.2000000000000064,60,1,1,0
695,6.299999999999998,38,1,0,0
696,5.8999999999999995,33,1,1,0
697,7.199999999999999,29,1,0,0
698,1.3000000000000114,79,1,1,0
699,3.1999999999999993,42,1,3,0
700,7.799999999999999,23,1,0,0
701,7.8999999999999995,22,1,0,0
702,3.5000000000000036,57,1,1,0
703,4.4,48,1,1,0
704,4.700000000000003,54,1,0,0
705,3.100000000000005,61,1,1,0
706,5.300000000000001,48,1,0,0
707,4.900000000000002,52,1,0,0
708,3.500000000000007,66,1,0,0
709,4.900000000000002,52,1,0,0
710,4.200000000000005,59,1,0,0
711,2.70000000000001,74,1,0,0
712,-1.1999999999999797,104,0,1,0
713,8.2,19,1,0,0
714,7.6,25,1,0,0
715,1.1000000000000014,54,1,4,0
716,1.9000000000000128,82,1,0,0
717,0.4000000000000181,97,1,0,0
718,5.6,45,1,0,0
719,3.1000000000000085,70,1,0,0
720,6.599999999999998,35,1,0,0
721,7.499999999999999,26,1,0,0
722,2.7000000000000055,47,1,3,0
723,6.799999999999999,24,1,1,0
724,5.899999999999999,42,1,0,0
725,5.4,47,1,0,0
726,7.8999999999999995,22,1,0,0
727,3.2000000000000046,51,1,2,0
728,-2.199999999999987,87,0,4,0
729,5.799999999999999,43,1,0,0
730,5.300000000000001,48,1,0,0
731,2.400000000000011,77,1,0,0
732,3.300000000000008,68,1,0,0
733,1.8000000000000025,56,1,3,0
734,7.299999999999999,28,1,0,0
735,6.499999999999999,27,1,1,0
736,5.299999999999998,39,1,1,0
737,5.999999999999998,41,1,0,0
738,4.400000000000004,57,1,0,0
739,1.400000000000011,78,1,1,0
740,7.299999999999999,28,1,0,0
741,1.8000000000000131,83,1,0,0
742,-4.299999999999969,135,0,1,0
743,1.4000000000000146,87,1,0,0
744,6.499999999999999,27,1,1,0
745,5.5,46,1,0,0
746,4.000000000000005,61,1,0,0
747,2.8000000000000025,55,1,2,0
748,-11.1,12,0,0,1
