Episode,Reward,Length,Success,Collisions,Fires
157,-20.000000000000014,200,0,0,0
158,-20.000000000000014,200,0,0,0
159,-8.700000000000017,134,0,6,0
160,-8.29999999999999,184,0,0,0
161,-22.70000000000004,200,0,3,0
162,-20.000000000000014,200,0,0,0
163,-23.600000000000016,200,0,4,0
164,-20.000000000000014,200,0,0,0
165,-2.99999999999997,131,0,0,0
166,4.300000000000001,49,1,1,0
167,-5.69999999999996,158,0,0,0
168,4.200000000000005,59,1,0,0
169,-20.000000000000014,200,0,0,0
170,-6.599999999999966,167,0,0,0
171,-1.0999999999999766,112,0,0,0
172,-13.700000000000003,38,0,0,1
173,-9.299999999999983,176,0,2,0
174,-20.90000000000003,200,0,1,0
175,-12.700000000000067,192,0,4,0
176,0.7000000000000135,85,1,1,0
177,-4.999999999999963,151,0,0,0
178,-17.09999999999999,72,0,0,1
179,-21.800000000000047,200,0,2,0
180,-20.000000000000014,200,0,0,0
181,4.100000000000005,60,1,0,0
182,-20.900000000000013,200,0,1,0
183,-20.000000000000014,200,0,0,0
184,-1.4999999999999787,107,0,1,0
185,-10.60000000000003,189,0,2,0
186,-0.5999999999999783,107,0,0,0
187,-20.000000000000014,200,0,0,0
188,-3.7999999999999705,130,0,1,0
189,-18.099999999999998,37,0,5,1
190,-9.499999999999993,187,0,1,0
191,-6.299999999999969,137,0,3,0
192,-3.2999999999999687,134,0,0,0
193,-20.000000000000014,200,0,0,0
194,-2.899999999999981,103,0,3,0
195,2.9999999999999982,44,1,3,0
196,-15.499999999999996,56,0,0,1
197,-17.199999999999996,64,0,1,1
198,-18.4,49,0,4,1
199,-20.000000000000014,200,0,0,0
200,-14.899999999999999,50,0,0,1
201,-0.09999999999998721,84,0,2,0
202,-20.000000000000014,200,0,0,0
203,-5.399999999999983,101,0,6,0
204,-20.000000000000014,200,0,0,0
205,-23.60000000000008,200,0,4,0
206,-24.299999999999965,144,0,0,1
207,-22.700000000000017,200,0,3,0
208,-20.000000000000014,200,0,0,0
209,-24.50000000000006,200,0,5,0
210,-20.000000000000014,200,0,0,0
211,1.2000000000000082,71,1,2,0
212,-2.5999999999999925,73,0,6,0
213,-8.599999999999994,124,0,7,0
214,-1.8999999999999737,120,0,0,0
215,4.400000000000004,57,1,0,0
216,-20.90000000000003,200,0,1,0
217,-6.39999999999997,147,0,2,0
218,-20.000000000000014,200,0,0,0
219,-2.199999999999976,114,0,1,0
220,-21.80000000000001,200,0,2,0
221,-24.50000000000002,200,0,5,0
222,-0.19999999999997975,103,0,0,0
223,0.20000000000001883,99,1,0,0
224,-10.800000000000008,164,0,5,0
225,-9.599999999999994,188,0,1,0
226,-30.500000000000025,197,0,1,1
227,-20.900000000000027,200,0,1,0
228,-3.799999999999967,139,0,0,0
229,-8.499999999999979,177,0,1,0
230,-23.599999999999966,137,0,0,1
231,-20.000000000000014,200,0,0,0
232,-23.600000000000076,200,0,4,0
233,-32.80000000000007,175,0,6,1
234,1.7000000000000135,84,1,0,0
235,-12.900000000000002,185,0,5,0
236,2.800000000000006,64,1,1,0
237,-0.0999999999999801,102,0,0,0
238,-1.0999999999999766,112,0,0,0
239,-20.000000000000014,200,0,0,0
240,-23.600000000000065,200,0,4,0
241,0.5000000000000178,96,1,0,0
242,-4.499999999999972,128,0,2,0
243,-2.2999999999999723,124,0,0,0
244,-20.000000000000014,200,0,0,0
245,-13.200000000000001,33,0,0,1
246,-18.599999999999987,87,0,0,1
247,-5.799999999999965,141,0,2,0
248,-0.19999999999997975,103,0,0,0
249,3.000000000000009,71,1,0,0
250,-11.300000000000018,196,0,2,0
251,-16.099999999999994,44,0,2,1
252,2.5000000000000107,76,1,0,0
253,-1.1999999999999797,104,0,1,0
254,-28.499999999999993,186,0,0,1
255,-1.8999999999999737,111,0,1,0
256,-6.399999999999967,156,0,1,0
257,5.799999999999999,43,1,0,0
258,-5.399999999999961,155,0,0,0
259,-7.899999999999988,171,0,1,0
260,-20.900000000000013,200,0,1,0
261,-20.399999999999984,96,0,1,1
262,-19.299999999999997,58,0,4,1
263,-16.599999999999994,67,0,0,1
264,-20.59999999999998,98,0,1,1
265,-17.299999999999997,47,0,3,1
266,-4.799999999999963,149,0,0,0
267,-7.499999999999961,158,0,2,0
268,-12.8,29,0,0,1
269,-20.19999999999999,85,0,2,1
270,-22.700000000000063,200,0,3,0
271,-10.300000000000004,195,0,1,0
272,-13.200000000000001,33,0,0,1
273,-4.2999999999999705,117,0,3,0
274,1.2000000000000117,80,1,1,0
275,-14.700000000000001,39,0,1,1
276,-16.5,48,0,2,1
277,-2.3999999999999755,116,0,1,0
278,-32.300000000000054,197,0,3,1
279,-23.39999999999997,135,0,0,1
280,-28.10000000000014,200,0,9,0
281,-23.60000000000001,200,0,4,0
282,5.2,40,1,1,0
283,-20.000000000000014,200,0,0,0
284,-3.89999999999997,131,0,1,0
285,-19.399999999999984,95,0,0,1
286,2.100000000000006,53,1,3,0
287,-0.19999999999997975,94,0,1,0
288,-0.0999999999999801,102,0,0,0
289,-20.000000000000014,200,0,0,0
290,-17.599999999999987,77,0,0,1
291,-20.000000000000014,200,0,0,0
292,3.000000000000009,71,1,0,0
293,-21.800000000000043,200,0,2,0
294,-22.70000000000001,200,0,3,0
295,-20.000000000000014,200,0,0,0
296,-7.899999999999984,180,0,0,0
297,6.499999999999998,36,1,0,0
298,-20.29999999999998,104,0,0,1
299,-5.799999999999967,141,0,2,0
300,-1.799999999999974,119,0,0,0
301,-20.000000000000014,200,0,0,0
302,2.5000000000000036,58,1,2,0
303,4.000000000000005,61,1,0,0
304,-20.000000000000014,200,0,0,0
305,-20.000000000000014,200,0,0,0
306,2.5000000000000107,76,1,0,0
307,-4.19999999999998,107,0,4,0
308,-3.49999999999997,118,0,2,0
309,-2.2999999999999794,106,0,2,0
310,7.199999999999999,29,1,0,0
311,1.5000000000000142,86,1,0,0
312,-14.799999999999999,49,0,0,1
313,-20.90000000000003,200,0,1,0
314,-20.000000000000014,200,0,0,0
315,-19.199999999999992,57,0,4,1
316,-6.799999999999976,151,0,2,0
317,-9.600000000000009,197,0,0,0
318,2.8000000000000096,73,1,0,0
319,-0.6999999999999815,99,0,1,0
320,0.40000000000001457,88,1,1,0
321,0.70000000000001,76,1,2,0
322,-4.699999999999971,130,0,2,0
323,-20.000000000000014,200,0,0,0
324,-7.6999999999999815,178,0,0,0
325,-3.4999999999999822,100,0,4,0
326,-2.5999999999999712,127,0,0,0
327,-20.799999999999976,109,0,0,1
328,-0.2999999999999794,104,0,0,0
329,3.3000000000000043,59,1,1,0
330,-14.200000000000081,198,0,5,0
331,-2.099999999999973,122,0,0,0
332,-1.4999999999999787,107,0,1,0
333,2.9000000000000092,72,1,0,0
334,-18.599999999999994,60,0,3,1
335,-5.099999999999966,143,0,1,0
336,-25.19999999999996,153,0,0,1
337,3.1000000000000085,70,1,0,0
338,-0.7999999999999776,109,0,0,0
339,-30.600000000000048,144,0,7,1
340,-1.999999999999984,94,0,3,0
341,-10.400000000000013,178,0,3,0
342,-16.199999999999996,63,0,0,1
343,-6.4999999999999645,166,0,0,0
344,-0.8999999999999773,110,0,0,0
345,-8.499999999999972,168,0,2,0
346,-20.000000000000014,200,0,0,0
347,4.300000000000004,58,1,0,0
348,3.4000000000000075,67,1,0,0
349,-20.90000000000003,200,0,1,0
350,-14.899999999999999,50,0,0,1
351,-2.7999999999999705,129,0,0,0
352,1.9000000000000128,82,1,0,0
353,-5.799999999999978,114,0,5,0
354,3.500000000000007,66,1,0,0
355,1.000000000000016,91,1,0,0
356,-22.79999999999997,129,0,0,1
357,-6.799999999999983,133,0,4,0
358,-7.299999999999976,174,0,0,0
359,-20.000000000000014,200,0,0,0
360,-20.000000000000014,200,0,0,0
361,5.499999999999998,37,1,1,0
362,-8.799999999999994,153,0,4,0
363,-7.699999999999989,160,0,2,0
364,-1.699999999999978,109,0,1,0
365,-26.59999999999997,158,0,1,1
366,-23.60000000000005,200,0,4,0
367,-7.899999999999984,180,0,0,0
368,-25.699999999999967,140,0,2,1
369,1.8000000000000096,74,1,1,0
370,-22.70000000000001,200,0,3,0
371,0.40000000000001457,88,1,1,0
372,-5.399999999999961,155,0,0,0
373,-12.000000000000039,185,0,4,0
374,4.000000000000005,61,1,0,0
375,-16.199999999999996,63,0,0,1
376,-1.0999999999999766,112,0,0,0
377,5.6,45,1,0,0
378,0.10000000000000497,64,1,4,0
379,-19.299999999999983,85,0,1,1
380,-7.299999999999962,156,0,2,0
381,-20.000000000000014,200,0,0,0
382,2.8000000000000096,73,1,0,0
383,2.9000000000000057,63,1,1,0
384,-26.09999999999996,162,0,0,1
385,-14.899999999999999,50,0,0,1
386,0.7000000000000135,85,1,1,0
387,-7.699999999999992,133,0,5,0
388,-21.800000000000043,200,0,2,0
389,-8.09999999999998,155,0,3,0
390,6.599999999999998,35,1,0,0
391,-5.199999999999962,153,0,0,0
392,-2.7999999999999705,129,0,0,0
393,6.1999999999999975,39,1,0,0
394,-20.000000000000014,200,0,0,0
395,2.100000000000012,80,1,0,0
396,3.6000000000000023,47,1,2,0
397,-20.000000000000014,200,0,0,0
398,6.099999999999998,40,1,0,0
399,-21.800000000000047,200,0,2,0
400,0.6000000000000103,77,1,2,0
401,-20.90000000000003,200,0,1,0
402,-4.399999999999965,145,0,0,0
403,-26.499999999999964,166,0,0,1
404,-20.000000000000014,200,0,0,0
405,-0.6999999999999851,90,0,2,0
406,-30.200000000000003,194,0,1,1
407,-20.000000000000014,200,0,0,0
408,-21.80000000000003,200,0,2,0
409,-20.000000000000014,200,0,0,0
410,-10.600000000000026,198,0,1,0
411,-5.09999999999998,107,0,5,0
412,-5.099999999999984,98,0,6,0
413,-12.09999999999998,132,0,10,0
414,4.900000000000002,52,1,0,0
415,5.799999999999999,43,1,0,0
416,-17.999999999999986,81,0,0,1
417,-0.2999999999999865,86,0,2,0
418,-3.499999999999984,82,0,6,0
419,-6.399999999999967,156,0,1,0
420,-2.2999999999999794,106,0,2,0
421,-5.399999999999965,146,0,1,0
422,-1.2999999999999794,105,0,1,0
423,7.699999999999999,24,1,0,0
424,-12.200000000000042,187,0,4,0
425,6.599999999999998,35,1,0,0
426,5.799999999999999,34,1,1,0
427,-22.700000000000063,200,0,3,0
428,-4.499999999999968,137,0,1,0
429,-17.099999999999994,63,0,1,1
430,-20.000000000000014,200,0,0,0
431,-14.4,45,0,0,1
432,0.5000000000000178,96,1,0,0
433,-15.999999999999998,52,0,1,1
434,-20.900000000000013,200,0,1,0
435,-3.099999999999973,123,0,1,0
436,5.699999999999999,44,1,0,0
437,5.699999999999999,44,1,0,0
438,3.9000000000000057,62,1,0,0
439,-27.69999999999998,178,0,0,1
440,-19.299999999999983,94,0,0,1
441,-16.499999999999993,57,0,1,1
442,-15.199999999999998,53,0,0,1
443,-3.699999999999978,111,0,3,0
444,-20.000000000000014,200,0,0,0
445,2.3000000000000114,78,1,0,0
446,-10.299999999999997,168,0,4,0
447,0.10000000000001918,100,1,0,0
448,-21.80000000000003,200,0,2,0
449,-13.3,25,0,1,1
450,-1.0999999999999766,112,0,0,0
451,5.899999999999999,42,1,0,0
452,-20.000000000000014,200,0,0,0
453,-1.1999999999999869,77,0,4,0
454,-5.599999999999961,157,0,0,0
455,-20.90000000000003,200,0,1,0
456,-13.8,30,0,1,1
457,-20.000000000000014,200,0,0,0
458,-0.9999999999999805,102,0,1,0
459,-23.99999999999997,132,0,1,1
460,-2.499999999999975,117,0,1,0
461,-30.800000000000086,200,0,12,0
462,-4.499999999999982,101,0,5,0
463,-25.40000000000011,200,0,6,0
464,0.6000000000000139,86,1,1,0
465,-8.099999999999987,128,0,6,0
466,1.9000000000000128,82,1,0,0
467,-20.000000000000014,200,0,0,0
468,-5.799999999999963,150,0,1,0
469,-17.899999999999988,80,0,0,1
470,0.20000000000001883,99,1,0,0
471,-20.000000000000014,200,0,0,0
472,-7.099999999999966,145,0,3,0
473,-20.000000000000014,200,0,0,0
474,-20.90000000000003,200,0,1,0
475,-0.19999999999998685,85,0,2,0
476,-3.3999999999999684,135,0,0,0
477,-20.000000000000014,200,0,0,0
478,-3.6999999999999673,138,0,0,0
479,-12.500000000000007,199,0,3,0
480,-20.000000000000014,200,0,0,0
481,-14.100000000000001,42,0,0,1
482,-1.4999999999999822,98,0,2,0
483,-13.0,22,0,1,1
484,-11.000000000000046,166,0,5,0
485,4.799999999999999,44,1,1,0
486,-27.299999999999994,129,0,5,1
487,-6.8999999999999595,161,0,1,0
488,-26.19999999999996,163,0,0,1
489,5.799999999999999,34,1,1,0
490,5.200000000000001,49,1,0,0
491,-5.399999999999961,155,0,0,0
492,-3.8999999999999666,140,0,0,0
493,-21.80000000000001,200,0,2,0
494,-20.000000000000014,200,0,0,0
495,-18.399999999999984,85,0,0,1
496,2.6000000000000103,66,1,1,0
497,-9.300000000000011,176,0,2,0
498,-15.0,42,0,1,1
499,3.1000000000000085,70,1,0,0
500,2.799999999999999,46,1,3,0
501,-3.9999999999999662,141,0,0,0
502,-17.9,53,0,3,1
503,6.099999999999998,40,1,0,0
504,-11.29999999999999,187,0,3,0
505,-4.899999999999963,150,0,0,0
506,-1.8999999999999773,111,0,1,0
507,-14.799999999999999,49,0,0,1
508,2.7000000000000064,65,1,1,0
509,-20.69999999999998,99,0,1,1
510,-18.099999999999994,64,0,2,1
511,-21.399999999999977,115,0,0,1
512,4.600000000000003,55,1,0,0
513,-20.000000000000014,200,0,0,0
514,2.9000000000000057,63,1,1,0
515,4.600000000000003,55,1,0,0
516,1.4000000000000146,87,1,0,0
517,2.0000000000000133,72,1,1,0
518,-25.89999999999996,160,0,0,1
519,0.20000000000001528,90,1,1,0
520,-1.4999999999999751,116,0,0,0
521,5.799999999999999,43,1,0,0
522,-18.099999999999987,82,0,0,1
523,-17.899999999999988,71,0,1,1
524,-3.4999999999999716,127,0,1,0
525,-13.800000000000002,39,0,0,1
526,-4.6999999999999815,94,0,6,0
527,-0.9999999999999769,111,0,0,0
528,-3.8999999999999666,140,0,0,0
529,-20.899999999999977,110,0,0,1
530,2.6000000000000068,66,1,1,0
531,-21.800000000000047,200,0,2,0
532,-4.699999999999964,148,0,0,0
533,-21.79999999999999,74,0,5,1
534,-2.1999999999999833,96,0,3,0
535,-11.8,19,0,0,1
536,1.500000000000007,68,1,2,0
537,-18.299999999999986,84,0,0,1
538,0.6000000000000174,95,1,0,0
539,-8.900000000000002,181,0,1,0
540,4.199999999999998,41,1,2,0
541,5.099999999999999,41,1,1,0
542,-14.0,32,0,1,1
543,-25.400000000000098,200,0,6,0
544,0.8000000000000096,75,1,2,0
545,-12.40000000000002,189,0,4,0
546,-19.29999999999999,76,0,2,1
547,-20.299999999999983,95,0,1,1
548,1.9539925233402755e-14,101,1,0,0
549,-15.699999999999996,58,0,0,1
550,-7.0999999999999766,163,0,1,0
551,1.300000000000015,88,1,0,0
552,-1.999999999999977,112,0,1,0
553,-13.8,30,0,1,1
554,1.3000000000000078,70,1,2,0
555,-18.099999999999987,82,0,0,1
556,-3.4999999999999716,127,0,1,0
557,-2.199999999999976,96,0,3,0
558,-1.0999999999999766,112,0,0,0
559,2.5000000000000107,76,1,0,0
560,-20.900000000000027,200,0,1,0
561,-19.399999999999984,77,0,2,1
562,5.4,47,1,0,0
563,-0.19999999999997975,94,0,1,0
564,-0.2999999999999865,86,0,2,0
565,-21.29999999999999,78,0,4,1
566,-25.899999999999984,97,0,7,1
567,3.000000000000009,71,1,0,0
568,3.600000000000003,56,1,1,0
569,-3.999999999999977,114,0,3,0
570,-7.199999999999967,146,0,3,0
571,-5.299999999999969,136,0,2,0
572,-8.999999999999972,173,0,2,0
573,6.799999999999999,33,1,0,0
574,-3.5999999999999677,137,0,0,0
575,-29.1,192,0,0,1
576,1.5000000000000107,77,1,1,0
577,6.099999999999998,40,1,0,0
578,-14.3,35,0,1,1
579,2.3000000000000123,69,1,1,0
580,-22.700000000000063,200,0,3,0
581,1.5000000000000142,86,1,0,0
582,-2.89999999999997,130,0,0,0
583,7.499999999999999,26,1,0,0
584,0.4000000000000181,97,1,0,0
585,2.200000000000008,61,1,2,0
586,-3.2999999999999723,125,0,1,0
587,-3.6999999999999673,138,0,0,0
588,4.400000000000004,57,1,0,0
589,7.0,22,1,1,0
590,-14.200000000000001,43,0,0,1
591,-23.60000000000001,200,0,4,0
592,-3.199999999999969,133,0,0,0
593,3.4000000000000075,67,1,0,0
594,4.200000000000005,59,1,0,0
595,-20.99999999999998,111,0,0,1
596,-3.5999999999999712,128,0,1,0
597,-8.099999999999973,155,0,3,0
598,-21.899999999999974,120,0,0,1
599,-2.599999999999982,100,0,3,0
600,-20.90000000000003,200,0,1,0
601,0.9000000000000128,83,1,1,0
602,-9.800000000000011,199,0,0,0
603,-6.699999999999967,168,0,0,0
604,-0.0999999999999801,102,0,0,0
605,-1.5999999999999748,117,0,0,0
606,2.0000000000000018,54,1,3,0
607,-2.699999999999978,110,0,2,0
608,0.5000000000000107,78,1,2,0
609,5.300000000000001,48,1,0,0
610,-0.2999999999999794,104,0,0,0
611,-13.900000000000002,40,0,0,1
612,6.1999999999999975,39,1,0,0
613,-0.7999999999999847,91,0,2,0
614,-27.200000000000088,200,0,8,0
615,2.6000000000000076,48,1,3,0
616,3.8999999999999986,44,1,2,0
617,1.8000000000000131,74,1,1,0
618,6.899999999999999,32,1,0,0
619,-14.200000000000001,43,0,0,1
620,-0.19999999999997975,76,0,3,0
621,-5.099999999999962,152,0,0,0
622,5.4,47,1,0,0
623,1.5000000000000142,77,1,1,0
624,0.3000000000000185,98,1,0,0
625,-18.19999999999999,74,0,1,1
626,1.0000000000000124,82,1,1,0
627,6.099999999999999,31,1,1,0
628,-4.399999999999972,127,0,2,0
629,-7.199999999999974,173,0,0,0
630,1.3000000000000114,79,1,1,0
631,-21.80000000000001,200,0,2,0
632,-0.9999999999999769,111,0,0,0
633,4.800000000000002,44,1,1,0
634,-15.999999999999995,61,0,0,1
635,5.4,47,1,0,0
636,-24.500000000000096,200,0,5,0
637,-5.599999999999971,130,0,3,0
638,2.400000000000011,77,1,0,0
639,-20.000000000000014,200,0,0,0
640,-22.70000000000002,200,0,3,0
641,-1.699999999999978,109,0,1,0
642,3.4000000000000075,67,1,0,0
643,4.4,48,1,1,0
644,1.9000000000000057,64,1,2,0
645,3.700000000000003,55,1,1,0
646,-13.600000000000001,28,0,1,1
647,2.0000000000000124,81,1,0,0
648,-15.199999999999998,53,0,0,1
649,-20.000000000000014,200,0,0,0
650,-7.099999999999973,172,0,0,0
651,-4.999999999999963,151,0,0,0
652,-2.99999999999997,131,0,0,0
653,4.300000000000004,58,1,0,0
654,1.9539925233402755e-14,101,1,0,0
655,3.3000000000000087,59,1,1,0
656,-8.700000000000006,161,0,3,0
657,-5.8999999999999595,160,0,0,0
658,2.500000000000008,58,1,2,0
659,-6.4999999999999645,166,0,0,0
660,4.100000000000005,60,1,0,0
661,4.5000000000000036,56,1,0,0
662,-2.699999999999971,128,0,0,0
663,2.600000000000003,57,1,2,0
664,-21.80000000000001,200,0,2,0
665,-7.8999999999999595,162,0,2,0
666,-2.399999999999972,125,0,0,0
667,-10.100000000000012,148,0,6,0
668,2.0000000000000124,81,1,0,0
669,0.3000000000000149,89,1,1,0
670,2.2000000000000117,79,1,0,0
671,-1.3999999999999861,79,0,4,0
672,-3.6999999999999744,120,0,2,0
673,6.599999999999998,35,1,0,0
674,-1.5999999999999783,108,0,1,0
675,-1.2999999999999758,114,0,0,0
676,6.1999999999999975,39,1,0,0
677,0.6000000000000174,95,1,0,0
678,1.9000000000000128,82,1,0,0
679,-1.8999999999999737,120,0,0,0
680,3.300000000000008,68,1,0,0
681,-1.5999999999999783,108,0,1,0
682,5.000000000000002,51,1,0,0
683,7.399999999999999,27,1,0,0
684,4.8000000000000025,53,1,0,0
685,1.400000000000011,78,1,1,0
686,6.599999999999998,35,1,0,0
687,4.300000000000001,49,1,1,0
688,-5.69999999999996,158,0,0,0
689,-12.200000000000003,196,0,3,0
690,8.1,20,1,0,0
691,-2.499999999999975,117,0,1,0
692,-0.999999999999984,93,0,2,0
693,5.100000000000001,50,1,0,0
694,-0.2999999999999794,104,0,0,0
695,-2.399999999999972,125,0,0,0
696,-4.199999999999969,134,0,1,0
697,-4.899999999999963,150,0,0,0
698,5.0,42,1,1,0
699,-23.699999999999967,138,0,0,1
700,0.8000000000000131,84,1,1,0
701,4.400000000000002,48,1,1,0
702,-2.499999999999975,117,0,1,0
703,-23.600000000000044,200,0,4,0
704,-15.599999999999998,48,0,1,1
705,-2.099999999999987,86,0,4,0
706,4.600000000000003,55,1,0,0
707,-20.000000000000014,200,0,0,0
708,3.6000000000000068,65,1,0,0
709,-14.6,47,0,0,1
710,-3.3999999999999684,135,0,0,0
711,2.300000000000008,69,1,1,0
712,-1.799999999999974,119,0,0,0
713,-9.500000000000007,196,0,0,0
714,-0.9999999999999805,102,0,1,0
715,-5.199999999999962,153,0,0,0
716,7.399999999999999,27,1,0,0
717,-5.299999999999965,145,0,1,0
718,-2.89999999999997,130,0,0,0
719,0.5000000000000178,96,1,0,0
720,4.600000000000003,55,1,0,0
721,-13.200000000000001,33,0,0,1
722,-0.5999999999999783,107,0,0,0
723,0.8000000000000167,93,1,0,0
724,0.4000000000000181,97,1,0,0
725,2.300000000000008,69,1,1,0
726,-5.199999999999969,135,0,2,0
727,0.6000000000000174,95,1,0,0
728,-0.09999999999998366,93,0,1,0
729,6.799999999999999,33,1,0,0
730,3.800000000000006,63,1,0,0
731,-5.399999999999968,137,0,2,0
732,-15.899999999999995,60,0,0,1
733,1.8000000000000096,74,1,1,0
734,2.70000000000001,74,1,0,0
735,-5.299999999999976,91,0,7,0
736,-21.80000000000001,200,0,2,0
737,-15.499999999999996,56,0,0,1
738,4.400000000000004,57,1,0,0
739,0.8000000000000131,84,1,1,0
740,-15.099999999999998,52,0,0,1
