Loss,Epsilon
1.7081327438354492,0.9999359999999982
1.5913913249969482,0.9999349999999981
1.5336636304855347,0.9999339999999981
1.509750247001648,0.9999329999999981
1.4857110977172852,0.999931999999998
1.5109516382217407,0.999930999999998
1.4989656209945679,0.999929999999998
1.495593786239624,0.999928999999998
1.457602620124817,0.9999279999999979
1.4698817729949951,0.9999269999999979
1.442297101020813,0.9999259999999979
1.4434372186660767,0.9999249999999978
1.421660304069519,0.9999239999999978
0.12575528025627136,0.9999229999999978
1.4131879806518555,0.9999219999999978
1.4086843729019165,0.9999209999999977
1.384702444076538,0.9999199999999977
0.09732620418071747,0.9999189999999977
1.3851872682571411,0.9999179999999976
1.368153691291809,0.9999169999999976
0.05696828290820122,0.9999159999999976
1.3793256282806396,0.9999149999999976
1.346516489982605,0.9999139999999975
1.352265477180481,0.9999129999999975
0.09313791990280151,0.9999119999999975
1.3482547998428345,0.9999109999999974
1.3361597061157227,0.9999099999999974
1.3163214921951294,0.9999089999999974
1.3148127794265747,0.9999079999999974
1.3072857856750488,0.9999069999999973
1.2926491498947144,0.9999059999999973
1.2746798992156982,0.9999049999999973
1.2691508531570435,0.9999039999999972
1.2517043352127075,0.9999029999999972
1.195209264755249,0.9999019999999972
0.1385992020368576,0.9999009999999972
1.2724006175994873,0.9998999999999971
1.2360273599624634,0.9998989999999971
1.2038108110427856,0.9998979999999971
0.17192411422729492,0.999896999999997
0.13753069937229156,0.999895999999997
0.13577841222286224,0.999894999999997
0.08684507012367249,0.999893999999997
1.254843831062317,0.9998929999999969
1.2721567153930664,0.9998919999999969
1.272263765335083,0.9998909999999969
0.07668524980545044,0.9998899999999968
0.044832825660705566,0.9998889999999968
1.216856837272644,0.9998879999999968
0.08377023786306381,0.9998869999999968
1.1573691368103027,0.9998859999999967
0.10460533201694489,0.9998849999999967
1.132070779800415,0.9998839999999967
0.1158275157213211,0.9998829999999966
0.11380761116743088,0.9998819999999966
0.09093570709228516,0.9998809999999966
1.1611956357955933,0.9998799999999965
0.0847402960062027,0.9998789999999965
1.24501633644104,0.9998779999999965
0.12786565721035004,0.9998769999999965
0.10016588866710663,0.9998759999999964
0.05752205103635788,0.9998749999999964
1.2603487968444824,0.9998739999999964
0.06972357630729675,0.9998729999999963
0.06870872527360916,0.9998719999999963
0.07052614539861679,0.9998709999999963
0.04481439292430878,0.9998699999999963
0.0792018249630928,0.9998689999999962
0.039119794964790344,0.9998679999999962
0.04693809151649475,0.9998669999999962
0.015742767602205276,0.9998659999999961
0.04094190523028374,0.9998649999999961
0.0356147363781929,0.9998639999999961
1.3577117919921875,0.9998629999999961
1.3568590879440308,0.999861999999996
1.333613634109497,0.999860999999996
0.052048277109861374,0.999859999999996
0.04626421630382538,0.999858999999996
1.271436095237732,0.9998579999999959
1.2296831607818604,0.9998569999999959
1.2254986763000488,0.9998559999999959
1.2293678522109985,0.9998549999999958
1.1985273361206055,0.9998539999999958
0.2092052847146988,0.9998529999999958
0.1411638706922531,0.9998519999999957
1.2076191902160645,0.9998509999999957
1.1174793243408203,0.9998499999999957
0.11243724822998047,0.9998489999999957
1.1934475898742676,0.9998479999999956
1.1455167531967163,0.9998469999999956
0.09862666577100754,0.9998459999999956
1.1835168600082397,0.9998449999999955
1.0933780670166016,0.9998439999999955
0.08321820199489594,0.9998429999999955
1.0924161672592163,0.9998419999999955
0.1443844735622406,0.9998409999999954
0.09827994555234909,0.9998399999999954
1.0425328016281128,0.9998389999999954
0.12881851196289062,0.9998379999999953
1.0309293270111084,0.9998369999999953
0.1226661279797554,0.9998359999999953
1.1365042924880981,0.9998349999999953
0.015806179493665695,0.9998339999999952
1.0599042177200317,0.9998329999999952
1.1490005254745483,0.9998319999999952
0.09755459427833557,0.9998309999999951
1.09535813331604,0.9998299999999951
0.1309843510389328,0.9998289999999951
0.16311930119991302,0.999827999999995
0.1404571831226349,0.999826999999995
0.15138208866119385,0.999825999999995
0.1027817353606224,0.999824999999995
0.0522882454097271,0.9998239999999949
0.11143691837787628,0.9998229999999949
0.05597718432545662,0.9998219999999949
0.09344662725925446,0.9998209999999949
1.2022100687026978,0.9998199999999948
0.08274611830711365,0.9998189999999948
1.1710971593856812,0.9998179999999948
0.05316018685698509,0.9998169999999947
0.05351562798023224,0.9998159999999947
0.07378164678812027,0.9998149999999947
0.07573025673627853,0.9998139999999947
0.051154330372810364,0.9998129999999946
1.0762834548950195,0.9998119999999946
0.07210025936365128,0.9998109999999946
1.1147743463516235,0.9998099999999945
0.08441641926765442,0.9998089999999945
0.056396085768938065,0.9998079999999945
0.13641886413097382,0.9998069999999945
0.1028946191072464,0.9998059999999944
0.05237996205687523,0.9998049999999944
0.04235457256436348,0.9998039999999944
1.1151127815246582,0.9998029999999943
0.04075304791331291,0.9998019999999943
0.056321483105421066,0.9998009999999943
1.146691083908081,0.9997999999999942
0.08647003024816513,0.9997989999999942
1.129777193069458,0.9997979999999942
2.058293342590332,0.9997969999999942
0.1265033632516861,0.9997959999999941
0.10012273490428925,0.9997949999999941
1.1433757543563843,0.9997939999999941
0.07482843846082687,0.999792999999994
0.09134608507156372,0.999791999999994
1.1221221685409546,0.999790999999994
0.02127905748784542,0.999789999999994
0.052515704184770584,0.9997889999999939
1.9991692304611206,0.9997879999999939
0.0699673593044281,0.9997869999999939
1.9757349491119385,0.9997859999999938
1.8349300622940063,0.9997849999999938
1.2727783918380737,0.9997839999999938
0.053009774535894394,0.9997829999999938
0.09678948670625687,0.9997819999999937
1.3405810594558716,0.9997809999999937
1.8119356632232666,0.9997799999999937
0.05956772342324257,0.9997789999999936
0.03292826935648918,0.9997779999999936
1.3842521905899048,0.9997769999999936
0.07314576953649521,0.9997759999999936
3.051438331604004,0.9997749999999935
0.03427610918879509,0.9997739999999935
0.04599115625023842,0.9997729999999935
1.285960078239441,0.9997719999999934
1.2416412830352783,0.9997709999999934
0.04927739128470421,0.9997699999999934
0.06477376818656921,0.9997689999999934
0.13038204610347748,0.9997679999999933
1.153253436088562,0.9997669999999933
0.08950285613536835,0.9997659999999933
0.061350975185632706,0.9997649999999932
2.031493902206421,0.9997639999999932
1.1141434907913208,0.9997629999999932
0.08295881003141403,0.9997619999999932
0.10867461562156677,0.9997609999999931
1.9889872074127197,0.9997599999999931
1.9327200651168823,0.9997589999999931
0.060493286699056625,0.999757999999993
3.086968183517456,0.999756999999993
3.0550248622894287,0.999755999999993
0.11772400140762329,0.999754999999993
3.0697970390319824,0.9997539999999929
3.0520009994506836,0.9997529999999929
0.11181551218032837,0.9997519999999929
1.5798910856246948,0.9997509999999928
