Episode,Reward,Length,Success,Collisions,Fires
1,-15.699999999999996,31,0,3,1
2,-12.9,21,0,1,1
3,4.899999999999999,43,1,1,0
4,-12.699999999999974,100,0,3,0
5,3.9000000000000066,53,1,1,0
6,-11.799999999999981,100,0,2,0
7,-17.4,39,0,4,1
8,-14.3,44,0,0,1
9,6.299999999999999,20,1,2,0
10,5.999999999999998,32,1,1,0
11,-26.399999999999988,75,0,10,1
12,5.699999999999999,44,1,0,0
13,-12.1,13,0,1,1
14,-12.4,25,0,0,1
15,-12.699999999999978,100,0,3,0
16,-25.999999999999986,62,0,11,1
17,-15.2,35,0,2,1
18,-18.199999999999992,56,0,3,1
19,1.3000000000000114,70,1,2,0
20,5.799999999999999,43,1,0,0
21,-15.0,15,0,4,1
22,-14.499999999999973,100,0,5,0
23,-17.899999999999988,80,0,0,1
24,-10.5,6,0,0,1
25,-17.0,35,0,4,1
26,-19.099999999999994,38,0,6,1
27,-13.500000000000002,18,0,2,1
28,5.599999999999998,27,1,2,0
29,6.199999999999999,30,1,1,0
30,-17.59999999999999,50,0,3,1
31,-13.600000000000001,28,0,1,1
32,-20.79999999999999,46,0,7,1
33,-17.299999999999994,47,0,3,1
34,-17.79999999999999,70,0,1,1
35,-19.39999999999999,50,0,5,1
36,-14.000000000000002,41,0,0,1
37,-15.099999999999998,52,0,0,1
38,-12.900000000000002,21,0,1,1
39,-10.8,9,0,0,1
40,-12.5,26,0,0,1
41,-15.599999999999998,39,0,2,1
42,-11.9,20,0,0,1
43,-19.69999999999998,71,0,3,1
44,-13.100000000000001,14,0,2,1
45,7.299999999999999,28,1,0,0
46,-18.699999999999992,52,0,4,1
47,-14.6,38,0,1,1
48,-12.600000000000001,18,0,1,1
49,-14.100000000000001,33,0,1,1
50,8.1,11,1,1,0
51,-1.899999999999988,75,0,5,0
52,-5.199999999999987,72,0,9,0
53,-13.599999999999982,100,0,4,0
54,-12.100000000000001,22,0,0,1
55,-1.8999999999999844,93,0,3,0
56,-25.299999999999983,100,0,6,1
57,-15.299999999999997,27,0,3,1
58,-12.700000000000001,19,0,1,1
59,3.8000000000000034,36,1,3,0
60,-15.899999999999999,24,0,4,1
61,-19.399999999999984,86,0,1,1
62,-21.299999999999983,96,0,2,1
63,4.900000000000002,52,1,0,0
64,4.5000000000000036,47,1,1,0
65,3.799999999999999,45,1,2,0
66,-18.499999999999993,50,0,4,1
67,-10.7,8,0,0,1
68,-11.9,20,0,0,1
69,1.0000000000000124,64,1,3,0
70,0.10000000000001386,64,1,4,0
71,5.699999999999999,26,1,2,0
72,-13.000000000000002,31,0,0,1
73,-14.9,32,0,2,1
74,0.3000000000000185,98,1,0,0
75,2.200000000000008,43,1,4,0
76,1.2000000000000082,62,1,3,0
77,6.499999999999999,27,1,1,0
78,-11.700000000000001,18,0,0,1
79,-13.500000000000002,36,0,0,1
80,4.300000000000004,58,1,0,0
81,5.4,38,1,1,0
82,3.700000000000003,55,1,1,0
83,4.6,46,1,1,0
84,6.999999999999998,31,1,0,0
85,-1.099999999999989,67,0,5,0
86,5.200000000000003,22,1,3,0
87,1.6000000000000103,67,1,2,0
88,-16.7,50,0,2,1
89,-11.799999999999981,100,0,2,0
90,-4.099999999999984,88,0,6,0
91,6.899999999999999,32,1,0,0
92,-10.899999999999977,100,0,1,0
93,-13.400000000000002,35,0,0,1
94,-18.599999999999987,42,0,5,1
95,-14.5,28,0,2,1
96,-12.699999999999976,100,0,3,0
97,-11.79999999999998,100,0,2,0
98,-13.8,21,0,2,1
99,-15.699999999999996,22,0,4,1
100,-0.5999999999999996,53,0,6,0
101,-12.4,25,0,0,1
102,-16.299999999999986,100,0,7,0
103,-19.399999999999984,68,0,3,1
104,-12.3,15,0,1,1
105,-20.099999999999994,66,0,4,1
106,1.3000000000000167,61,1,3,0
107,-4.69999999999998,76,0,8,0
108,1.70000000000001,66,1,2,0
109,-22.099999999999987,59,0,7,1
110,0.9000000000000128,65,1,3,0
111,-12.9,21,0,1,1
112,-20.099999999999987,75,0,3,1
113,6.299999999999998,38,1,0,0
114,-13.600000000000001,28,0,1,1
115,4.499999999999998,38,1,2,0
116,2.300000000000013,51,1,3,0
117,-10.89999999999998,100,0,1,0
118,-15.799999999999997,41,0,2,1
119,-12.0,12,0,1,1
120,-16.799999999999994,51,0,2,1
121,-10.8,9,0,0,1
122,-13.599999999999982,100,0,4,0
123,-25.099999999999984,89,0,7,1
124,1.5000000000000142,86,1,0,0
125,5.4,38,1,1,0
126,-11.9,20,0,0,1
127,-2.799999999999981,84,0,5,0
128,8.7,14,1,0,0
129,-21.29999999999999,60,0,6,1
130,-13.600000000000001,19,0,2,1
131,-12.8,11,0,2,1
132,5.200000000000001,40,1,1,0
133,-20.799999999999997,46,0,7,1
134,-17.7,51,0,3,1
135,-18.79999999999999,62,0,3,1
136,-15.199999999999996,35,0,2,1
137,-20.799999999999986,64,0,5,1
138,7.399999999999999,27,1,0,0
139,2.2000000000000117,70,1,1,0
140,-20.799999999999986,73,0,4,1
141,-18.39999999999999,67,0,2,1
142,-23.099999999999984,78,0,6,1
143,-11.3,14,0,0,1
144,-9.99999999999998,100,0,0,0
145,-14.2,25,0,2,1
146,-16.299999999999983,100,0,7,0
147,-15.599999999999994,39,0,2,1
148,6.299999999999999,29,1,1,0
149,3.5999999999999996,38,1,3,0
150,4.200000000000005,50,1,1,0
151,-14.0,23,0,2,1
152,4.000000000000005,52,1,1,0
153,-16.099999999999998,35,0,3,1
154,5.4,38,1,1,0
155,-15.399999999999979,100,0,6,0
156,-18.199999999999996,56,0,3,1
157,5.000000000000002,33,1,2,0
158,-13.400000000000002,17,0,2,1
159,8.4,17,1,0,0
160,-15.7,31,0,3,1
161,-14.599999999999998,20,0,3,1
162,-11.8,10,0,1,1
163,-14.899999999999999,32,0,2,1
164,-19.00000000000003,100,0,10,0
165,-12.4,16,0,1,1
166,-12.8,20,0,1,1
167,-12.3,24,0,0,1
168,4.700000000000003,45,1,1,0
169,-14.1,15,0,3,1
170,-12.600000000000001,27,0,0,1
171,-16.89999999999999,61,0,1,1
172,1.5000000000000107,77,1,1,0
173,4.800000000000003,35,1,2,0
174,7.699999999999999,24,1,0,0
175,8.7,14,1,0,0
176,-17.199999999999996,46,0,3,1
177,3.1000000000000014,34,1,4,0
178,-21.09999999999999,58,0,6,1
179,8.2,19,1,0,0
180,-15.799999999999995,41,0,2,1
181,-13.800000000000002,39,0,0,1
182,-14.299999999999999,26,0,2,1
183,-3.1999999999999815,88,0,5,0
184,1.7000000000000153,66,1,2,0
185,-21.299999999999983,96,0,2,1
186,-13.8,30,0,1,1
187,-4.599999999999989,75,0,8,0
188,-10.9,10,0,0,1
189,-20.49999999999999,79,0,3,1
190,-22.19999999999999,60,0,7,1
191,-10.7,8,0,0,1
192,5.100000000000001,41,1,1,0
193,-18.09999999999999,73,0,1,1
194,-20.29999999999999,59,0,5,1
195,-12.0,21,0,0,1
196,-20.59999999999998,89,0,2,1
197,-15.199999999999996,44,0,1,1
198,7.399999999999999,18,1,1,0
199,4.8000000000000025,53,1,0,0
200,-12.5,26,0,0,1
201,-16.799999999999994,42,0,3,1
202,-11.700000000000001,18,0,0,1
203,-15.0,33,0,2,1
204,-11.799999999999981,100,0,2,0
205,-19.599999999999987,79,0,2,1
206,-21.49999999999998,98,0,2,1
207,-16.599999999999994,49,0,2,1
208,-13.400000000000002,35,0,0,1
209,-18.999999999999982,100,0,10,0
210,6.299999999999998,38,1,0,0
211,-18.89999999999999,54,0,4,1
212,-15.899999999999995,51,0,1,1
213,3.900000000000002,53,1,1,0
214,-1.199999999999994,68,0,5,0
215,-15.399999999999977,100,0,6,0
216,-16.59999999999999,58,0,1,1
217,-13.400000000000002,35,0,0,1
218,6.3999999999999995,19,1,2,0
219,1.9000000000000092,73,1,1,0
220,-14.999999999999998,42,0,1,1
221,-21.09999999999998,94,0,2,1
222,-13.9,22,0,2,1
223,6.999999999999998,31,1,0,0
224,-11.799999999999981,100,0,2,0
