Episode,Reward,Length,Success,Collisions,Fires
437,1.9000000000000092,73,1,1,0
438,-12.4,25,0,0,1
439,3.6000000000000076,56,1,1,0
440,-17.49999999999999,67,0,1,1
441,-18.299999999999986,84,0,0,1
442,-12.600000000000001,27,0,0,1
443,6.299999999999998,38,1,0,0
444,-13.700000000000001,20,0,2,1
445,0.3000000000000078,44,1,6,0
446,8.4,17,1,0,0
447,-11.3,14,0,0,1
448,-11.9,20,0,0,1
449,-13.100000000000001,32,0,0,1
450,4.600000000000004,37,1,2,0
451,-27.099999999999987,91,0,9,1
452,2.90000000000001,54,1,2,0
453,-11.2,13,0,0,1
454,8.2,19,1,0,0
455,-11.3,5,0,1,1
456,3.2000000000000064,33,1,4,0
457,5.499999999999999,19,1,3,0
458,-12.200000000000001,23,0,0,1
459,-8.000000000000007,91,0,10,0
460,8.9,12,1,0,0
461,-15.199999999999998,53,0,0,1
462,-20.599999999999987,71,0,4,1
463,-18.19999999999999,56,0,3,1
464,-15.699999999999996,58,0,0,1
465,8.299999999999999,18,1,0,0
466,-13.200000000000001,24,0,1,1
467,8.2,19,1,0,0
468,-13.700000000000003,38,0,0,1
469,-10.9,10,0,0,1
470,6.899999999999999,23,1,1,0
471,-13.600000000000001,37,0,0,1
472,8.299999999999999,18,1,0,0
473,7.3999999999999995,18,1,1,0
474,7.699999999999999,24,1,0,0
475,-19.999999999999993,56,0,5,1
476,-11.9,20,0,0,1
477,7.799999999999999,23,1,0,0
478,-21.89999999999999,48,0,8,1
479,-12.100000000000001,22,0,0,1
480,2.600000000000003,57,1,2,0
481,-11.5,16,0,0,1
482,-19.79999999999999,54,0,5,1
483,-2.8999999999999826,76,0,6,0
484,0.5000000000000036,60,1,4,0
485,8.7,14,1,0,0
486,-12.8,29,0,0,1
487,-14.000000000000002,41,0,0,1
488,-12.5,17,0,1,1
489,7.8999999999999995,22,1,0,0
490,7.099999999999999,30,1,0,0
491,-24.399999999999984,91,0,6,1
492,7.5,17,1,1,0
493,8.4,17,1,0,0
494,7.1,21,1,1,0
495,5.000000000000003,42,1,1,0
496,-20.099999999999984,84,0,2,1
497,-12.200000000000001,23,0,0,1
498,-17.79999999999999,61,0,2,1
499,-11.8,19,0,0,1
500,5.300000000000001,48,1,0,0
501,7.199999999999999,20,1,1,0
502,8.2,19,1,0,0
503,7.099999999999999,30,1,0,0
504,3.300000000000005,41,1,3,0
505,-15.499999999999996,47,0,1,1
506,3.300000000000008,59,1,1,0
507,3.800000000000007,54,1,1,0
508,7.499999999999999,26,1,0,0
509,-16.999999999999993,71,0,0,1
510,-11.799999999999978,100,0,2,0
511,-17.999999999999993,54,0,3,1
512,3.900000000000002,44,1,2,0
513,6.1,22,1,2,0
514,7.399999999999999,27,1,0,0
515,5.6000000000000005,27,1,2,0
516,-10.9,10,0,0,1
517,5.6,36,1,1,0
518,-13.000000000000002,31,0,0,1
519,6.899999999999999,23,1,1,0
520,-0.39999999999998614,69,0,4,0
521,-13.600000000000001,19,0,2,1
522,-1.6999999999999886,73,0,5,0
523,-13.3,25,0,1,1
524,5.299999999999999,30,1,2,0
525,8.5,16,1,0,0
526,2.800000000000008,55,1,2,0
527,-12.699999999999978,100,0,3,0
528,3.5000000000000044,39,1,3,0
529,-17.699999999999992,60,0,2,1
530,7.6,16,1,1,0
531,-15.2,17,0,4,1
532,-13.6,19,0,2,1
533,-15.899999999999995,42,0,2,1
534,5.000000000000003,42,1,1,0
535,-13.3,25,0,1,1
536,6.999999999999998,31,1,0,0
537,-11.3,14,0,0,1
538,2.70000000000001,74,1,0,0
539,3.900000000000003,26,1,4,0
540,1.5000000000000124,68,1,2,0
541,4.5000000000000036,56,1,0,0
542,1.7000000000000064,57,1,3,0
543,-17.29999999999999,74,0,0,1
544,-11.4,6,0,1,1
545,-15.899999999999999,33,0,3,1
546,8.0,21,1,0,0
547,-18.29999999999999,57,0,3,1
548,-12.8,20,0,1,1
549,-14.4,36,0,1,1
550,-15.2,35,0,2,1
551,-3.599999999999973,92,0,5,0
552,-12.0,21,0,0,1
553,7.0,22,1,1,0
554,5.4,38,1,1,0
555,-13.400000000000002,35,0,0,1
556,4.400000000000005,39,1,2,0
557,-11.9,11,0,1,1
558,-14.899999999999999,41,0,1,1
559,-11.3,14,0,0,1
560,-18.299999999999986,57,0,3,1
561,-12.3,15,0,1,1
562,8.1,20,1,0,0
563,6.299999999999998,29,1,1,0
564,7.499999999999999,26,1,0,0
565,-17.299999999999994,65,0,1,1
566,6.499999999999999,27,1,1,0
567,4.800000000000001,35,1,2,0
568,4.8000000000000025,44,1,1,0
569,-0.09999999999998721,75,0,3,0
570,8.0,21,1,0,0
571,-13.900000000000002,31,0,1,1
572,-12.900000000000002,30,0,0,1
573,-12.9,21,0,1,1
574,-13.700000000000001,29,0,1,1
575,1.9000000000000092,73,1,1,0
576,1.9000000000000092,73,1,1,0
577,-21.19999999999998,95,0,2,1
578,-11.8,19,0,0,1
579,8.299999999999999,18,1,0,0
580,4.300000000000002,40,1,2,0
581,-18.499999999999993,50,0,4,1
582,-0.19999999999998863,67,0,4,0
583,-2.4999999999999893,63,0,7,0
584,-5.499999999999984,93,0,7,0
585,-15.599999999999996,48,0,1,1
586,-15.599999999999998,30,0,3,1
587,3.400000000000004,49,1,2,0
588,2.400000000000011,68,1,1,0
589,7.699999999999999,24,1,0,0
590,5.200000000000001,49,1,0,0
591,5.500000000000001,37,1,1,0
592,0.10000000000001208,73,1,3,0
593,6.699999999999998,34,1,0,0
594,6.499999999999999,18,1,2,0
595,-17.799999999999994,34,0,5,1
596,-13.100000000000001,32,0,0,1
597,-16.5,21,0,5,1
598,5.5,37,1,1,0
599,8.299999999999999,18,1,0,0
600,4.799999999999999,35,1,2,0
601,8.2,19,1,0,0
602,6.199999999999999,21,1,2,0
603,8.0,21,1,0,0
604,-15.599999999999994,48,0,1,1
605,-13.000000000000002,31,0,0,1
606,6.499999999999999,27,1,1,0
607,-14.899999999999999,41,0,1,1
608,5.899999999999999,42,1,0,0
609,-12.4,25,0,0,1
610,5.000000000000002,42,1,1,0
611,5.699999999999998,35,1,1,0
612,-12.3,24,0,0,1
613,8.2,19,1,0,0
614,0.3000000000000167,62,1,4,0
615,-11.0,11,0,0,1
616,3.4000000000000075,58,1,1,0
617,4.699999999999999,45,1,1,0
618,0.10000000000001208,73,1,3,0
619,2.1000000000000103,53,1,3,0
620,8.2,19,1,0,0
621,5.699999999999999,44,1,0,0
622,-10.7,8,0,0,1
623,-21.799999999999997,56,0,7,1
624,-11.0,11,0,0,1
625,6.299999999999998,38,1,0,0
626,-13.900000000000002,40,0,0,1
627,3.7000000000000064,46,1,2,0
628,6.299999999999998,38,1,0,0
629,8.0,21,1,0,0
630,4.0000000000000036,25,1,4,0
631,6.099999999999998,31,1,1,0
632,7.8999999999999995,22,1,0,0
633,6.999999999999998,31,1,0,0
634,6.399999999999999,37,1,0,0
635,6.599999999999999,26,1,1,0
636,7.6,25,1,0,0
637,7.699999999999999,24,1,0,0
638,8.5,16,1,0,0
639,7.099999999999999,30,1,0,0
640,4.500000000000005,29,1,3,0
641,-0.39999999999999325,60,0,5,0
642,-14.7,48,0,0,1
643,7.499999999999999,26,1,0,0
644,-25.89999999999998,97,0,7,1
645,7.499999999999999,26,1,0,0
646,8.7,14,1,0,0
647,4.5000000000000036,56,1,0,0
648,-12.100000000000001,22,0,0,1
649,3.6000000000000068,47,1,2,0
650,7.9,13,1,1,0
651,6.8999999999999995,23,1,1,0
652,7.299999999999999,28,1,0,0
653,8.9,12,1,0,0
654,8.9,12,1,0,0
655,-12.8,29,0,0,1
656,6.699999999999998,34,1,0,0
657,7.799999999999999,23,1,0,0
658,9.0,11,1,0,0
659,7.0,22,1,1,0
660,5.5,46,1,0,0
661,8.0,12,1,1,0
662,7.299999999999999,19,1,1,0
663,5.200000000000001,40,1,1,0
664,5.999999999999998,32,1,1,0
665,-14.699999999999998,30,0,2,1
666,3.900000000000003,35,1,3,0
667,-13.3,25,0,1,1
668,8.1,20,1,0,0
669,-13.3,34,0,0,1
670,8.9,12,1,0,0
671,3.1000000000000094,52,1,2,0
672,5.8,25,1,2,0
673,7.799999999999999,23,1,0,0
674,8.0,21,1,0,0
675,8.4,17,1,0,0
676,3.600000000000004,38,1,3,0
677,-12.0,21,0,0,1
678,-14.100000000000001,42,0,0,1
679,-12.100000000000001,22,0,0,1
680,7.399999999999999,27,1,0,0
681,8.0,21,1,0,0
682,4.5,38,1,2,0
683,-14.399999999999999,36,0,1,1
684,-11.3,14,0,0,1
685,7.799999999999999,23,1,0,0
686,8.5,16,1,0,0
687,8.8,13,1,0,0
688,-13.900000000000002,40,0,0,1
689,2.6000000000000068,30,1,5,0
690,7.8999999999999995,22,1,0,0
691,-14.5,28,0,2,1
692,8.4,17,1,0,0
693,9.0,11,1,0,0
694,7.499999999999999,26,1,0,0
695,8.6,15,1,0,0
696,4.100000000000005,60,1,0,0
697,7.699999999999999,24,1,0,0
698,-15.299999999999997,36,0,2,1
699,7.099999999999999,30,1,0,0
700,-1.8999999999999826,75,0,5,0
701,6.599999999999998,35,1,0,0
702,-13.000000000000002,31,0,0,1
703,6.299999999999999,29,1,1,0
704,4.300000000000004,58,1,0,0
705,5.799999999999999,25,1,2,0
706,1.70000000000001,57,1,3,0
707,9.2,9,1,0,0
708,-11.4,15,0,0,1
709,6.399999999999999,28,1,1,0
710,8.8,13,1,0,0
711,7.0,22,1,1,0
712,-12.0,21,0,0,1
713,-2.199999999999987,78,0,5,0
714,6.6,26,1,1,0
715,4.700000000000003,54,1,0,0
716,7.799999999999999,23,1,0,0
717,-0.6999999999999815,90,0,2,0
718,3.4000000000000075,49,1,2,0
719,6.299999999999999,20,1,2,0
720,9.2,9,1,0,0
721,8.299999999999999,18,1,0,0
722,3.1000000000000085,70,1,0,0
723,7.699999999999999,24,1,0,0
724,-1.29999999999999,60,0,6,0
725,8.3,9,1,1,0
726,-12.4,25,0,0,1
727,7.6,16,1,1,0
728,-15.499999999999996,47,0,1,1
729,7.6,16,1,1,0
730,6.899999999999999,32,1,0,0
731,4.500000000000004,38,1,2,0
732,5.599999999999998,27,1,2,0
733,-14.7,30,0,2,1
734,8.0,21,1,0,0
735,8.8,13,1,0,0
736,6.299999999999999,29,1,1,0
737,8.5,16,1,0,0
738,4.899999999999999,43,1,1,0
739,8.9,12,1,0,0
740,8.1,20,1,0,0
741,4.800000000000003,44,1,1,0
742,-15.099999999999998,34,0,2,1
743,4.400000000000004,57,1,0,0
744,9.1,10,1,0,0
745,3.900000000000004,44,1,2,0
746,1.5987211554602254e-14,83,1,2,0
747,6.699999999999998,25,1,1,0
748,4.300000000000004,58,1,0,0
749,8.4,17,1,0,0
750,3.800000000000006,54,1,1,0
751,-11.700000000000001,18,0,0,1
752,7.499999999999999,26,1,0,0
753,6.399999999999999,28,1,1,0
754,6.099999999999998,40,1,0,0
755,-14.100000000000001,33,0,1,1
756,8.2,19,1,0,0
757,6.799999999999999,33,1,0,0
758,7.199999999999998,20,1,1,0
759,7.5,17,1,1,0
760,6.699999999999998,34,1,0,0
761,6.199999999999999,21,1,2,0
762,-13.200000000000001,33,0,0,1
763,-13.600000000000001,37,0,0,1
764,-12.8,20,0,1,1
765,8.0,21,1,0,0
766,-15.5,47,0,1,1
767,5.699999999999999,26,1,2,0
768,8.4,17,1,0,0
769,6.899999999999999,32,1,0,0
770,-14.6,47,0,0,1
771,6.699999999999998,34,1,0,0
772,6.599999999999998,26,1,1,0
773,8.7,14,1,0,0
774,8.7,14,1,0,0
775,5.199999999999999,31,1,2,0
776,6.499999999999999,27,1,1,0
777,7.399999999999999,27,1,0,0
778,-12.600000000000001,27,0,0,1
779,7.799999999999999,23,1,0,0
780,7.3999999999999995,18,1,1,0
781,6.699999999999999,25,1,1,0
782,6.799999999999999,33,1,0,0
783,6.9,14,1,2,0
784,7.8999999999999995,22,1,0,0
785,8.9,12,1,0,0
786,7.299999999999999,28,1,0,0
787,8.0,12,1,1,0
788,8.4,17,1,0,0
789,9.0,11,1,0,0
790,7.3999999999999995,18,1,1,0
791,8.6,15,1,0,0
792,8.8,13,1,0,0
793,-0.999999999999984,75,0,4,0
794,5.899999999999999,33,1,1,0
795,6.399999999999999,37,1,0,0
