Reward,Success
-12.600000000000001,0
-14.3,0
-13.000000000000002,0
-11.1,0
-16.299999999999994,0
-20.39999999999998,0
-14.3,0
-15.599999999999996,0
-12.9,0
-13.600000000000001,0
-12.4,0
6.699999999999998,1
7.299999999999999,1
8.6,1
-10.7,0
-11.0,0
-12.900000000000002,0
-17.199999999999985,0
-13.100000000000001,0
-11.3,0
-10.8,0
-12.700000000000001,0
-16.599999999999994,0
-11.0,0
-11.4,0
-11.0,0
-12.4,0
-11.1,0
-11.9,0
-17.79999999999999,0
-14.3,0
-13.400000000000002,0
-12.1,0
1.0000000000000178,1
-11.0,0
-10.9,0
-21.69999999999999,0
-11.9,0
-16.499999999999993,0
-11.5,0
-16.9,0
-11.700000000000001,0
-11.2,0
-12.600000000000001,0
-11.3,0
-17.89999999999999,0
-11.4,0
-22.299999999999983,0
-16.499999999999993,0
-14.2,0
-20.899999999999984,0
-23.39999999999997,0
-15.699999999999998,0
-13.100000000000001,0
-12.3,0
-13.100000000000001,0
-11.6,0
-15.999999999999996,0
-16.299999999999983,0
-10.9,0
-12.8,0
-17.69999999999999,0
-12.600000000000001,0
-12.100000000000001,0
-12.100000000000001,0
-15.199999999999998,0
-14.399999999999999,0
2.6000000000000103,1
-16.39999999999999,0
-19.099999999999998,0
-17.299999999999997,0
3.600000000000004,1
-19.69999999999999,0
-13.500000000000002,0
-15.599999999999994,0
-11.3,0
-13.0,0
-11.8,0
-12.900000000000002,0
-11.8,0
-18.399999999999984,0
-15.199999999999998,0
-12.600000000000001,0
-16.799999999999997,0
-16.29999999999998,0
-12.5,0
-12.700000000000001,0
-15.899999999999995,0
9.3,1
-13.700000000000003,0
-11.4,0
-14.5,0
-12.100000000000001,0
-13.200000000000001,0
-15.799999999999994,0
-23.19999999999999,0
7.199999999999999,1
5.599999999999999,1
-16.299999999999997,0
1.0658141036401503e-14,1
-16.699999999999996,0
-10.6,0
-20.19999999999999,0
-11.8,0
-13.400000000000002,0
3.800000000000006,1
-15.999999999999995,0
-13.500000000000002,0
-12.700000000000001,0
-11.3,0
-18.49999999999999,0
-11.0,0
-14.000000000000002,0
-12.4,0
-12.200000000000001,0
-12.600000000000001,0
-15.6,0
-10.6,0
-16.499999999999993,0
-12.4,0
-13.500000000000002,0
-12.700000000000001,0
-11.4,0
6.999999999999998,1
-12.5,0
7.499999999999999,1
-14.3,0
-13.400000000000002,0
-12.100000000000001,0
4.900000000000002,1
-14.200000000000001,0
2.000000000000007,1
-14.899999999999999,0
-11.2,0
-11.3,0
-21.099999999999987,0
-11.5,0
-17.699999999999992,0
-12.100000000000001,0
-11.4,0
-13.3,0
-14.499999999999982,0
-13.500000000000002,0
-12.4,0
-13.000000000000002,0
2.900000000000004,1
-19.299999999999986,0
-15.599999999999994,0
-14.600000000000001,0
-13.400000000000002,0
-12.8,0
-15.799999999999997,0
-10.6,0
-13.400000000000002,0
-14.4,0
-14.399999999999999,0
-12.200000000000001,0
-16.199999999999996,0
-11.1,0
-22.39999999999998,0
-11.8,0
-20.79999999999999,0
-21.89999999999998,0
-12.5,0
-15.599999999999998,0
-19.799999999999983,0
-15.899999999999995,0
-13.8,0
-19.499999999999993,0
-15.699999999999996,0
-27.700000000000014,0
-11.9,0
-10.6,0
-19.799999999999997,0
-18.79999999999999,0
-12.8,0
-10.5,0
-17.099999999999998,0
-12.0,0
-13.200000000000001,0
-19.39999999999999,0
-19.000000000000014,0
-24.199999999999985,0
-12.4,0
-3.499999999999986,0
-14.200000000000001,0
-15.799999999999997,0
-12.4,0
-31.700000000000042,0
-11.700000000000001,0
-17.799999999999997,0
-20.80000000000001,0
-12.200000000000001,0
-18.299999999999997,0
-11.9,0
-13.100000000000001,0
-15.399999999999997,0
-10.4,0
-13.400000000000002,0
-20.599999999999994,0
-11.9,0
-11.9,0
-14.700000000000003,0
-15.599999999999994,0
-11.8,0
-14.599999999999998,0
2.6000000000000076,1
-22.599999999999984,0
-11.6,0
-11.2,0
-10.6,0
-12.8,0
-15.3,0
-12.5,0
-27.6,0
-11.1,0
-12.700000000000001,0
-11.6,0
4.5,1
-11.9,0
-11.1,0
-11.6,0
-16.799999999999994,0
8.8,1
-16.599999999999994,0
-12.100000000000001,0
-21.89999999999999,0
-11.1,0
-13.900000000000002,0
-12.5,0
-13.8,0
-15.5,0
-14.0,0
-15.399999999999999,0
-16.4,0
-13.800000000000002,0
-14.3,0
-12.9,0
-12.100000000000001,0
-17.999999999999993,0
-12.5,0
-17.999999999999993,0
-12.5,0
-10.4,0
8.1,1
-10.6,0
-11.700000000000001,0
-18.199999999999996,0
-11.5,0
-11.3,0
-19.19999999999999,0
-16.299999999999994,0
6.299999999999999,1
-11.5,0
1.300000000000015,1
-15.399999999999999,0
-12.600000000000001,0
-13.900000000000002,0
-13.900000000000002,0
-13.3,0
3.7000000000000064,1
-11.3,0
-1.8999999999999861,0
-13.5,0
-14.4,0
-14.200000000000001,0
-16.999999999999996,0
-13.700000000000003,0
-13.000000000000002,0
5.699999999999999,1
-13.500000000000002,0
-11.5,0
-11.3,0
-19.899999999999995,0
-16.39999999999999,0
-17.299999999999997,0
6.999999999999998,1
-13.100000000000001,0
-14.799999999999999,0
-14.899999999999999,0
-10.4,0
-12.4,0
-29.1,0
5.6,1
-18.099999999999994,0
-10.8,0
-12.600000000000001,0
-11.3,0
-11.3,0
-12.5,0
-10.8,0
-12.1,0
-13.4,0
-14.799999999999999,0
1.2000000000000082,1
-13.900000000000002,0
-10.6,0
-11.8,0
-13.600000000000001,0
-12.200000000000001,0
-12.5,0
9.0,1
-22.899999999999977,0
-12.0,0
-12.5,0
-22.600000000000044,0
-12.700000000000001,0
-13.200000000000001,0
-10.8,0
-11.3,0
-11.700000000000001,0
-22.79999999999998,0
-11.1,0
-11.5,0
-16.799999999999994,0
-18.99999999999999,0
-12.4,0
-10.6,0
-11.3,0
-11.4,0
-12.3,0
-11.9,0
8.9,1
-13.3,0
-12.100000000000001,0
-15.799999999999997,0
-24.299999999999983,0
-37.00000000000005,0
-13.500000000000002,0
-11.3,0
-10.6,0
-20.499999999999986,0
-16.200000000000003,0
-11.0,0
-12.700000000000001,0
-16.899999999999995,0
-18.69999999999999,0
-11.8,0
-12.0,0
-11.9,0
7.299999999999999,1
-22.599999999999977,0
-18.100000000000012,0
-11.0,0
-12.3,0
-13.3,0
6.799999999999999,1
-10.4,0
-13.700000000000001,0
-11.8,0
-11.0,0
-11.9,0
-10.6,0
-11.0,0
-11.7,0
-17.79999999999999,0
-14.899999999999997,0
5.899999999999999,1
-17.699999999999992,0
-14.100000000000001,0
5.400000000000001,1
-14.200000000000001,0
-20.299999999999986,0
-14.3,0
-11.8,0
-11.700000000000001,0
-11.1,0
-11.1,0
-11.2,0
-11.700000000000001,0
-11.5,0
-15.199999999999996,0
-12.600000000000001,0
-11.9,0
-21.69999999999998,0
-11.5,0
8.9,1
-12.900000000000002,0
-11.4,0
4.300000000000005,1
5.100000000000001,1
-11.1,0
-20.399999999999984,0
-0.6999999999999922,0
-17.199999999999996,0
-16.499999999999993,0
8.2,1
-11.8,0
-18.29999999999999,0
-11.3,0
6.1999999999999975,1
-15.399999999999974,0
2.500000000000009,1
7.8999999999999995,1
-13.900000000000002,0
-12.600000000000001,0
4.0000000000000036,1
6.6,1
8.2,1
-10.7,0
-11.6,0
4.900000000000002,1
-16.699999999999996,0
-12.5,0
-15.599999999999998,0
-15.799999999999995,0
6.999999999999999,1
-15.499999999999996,0
-16.39999999999999,0
-12.4,0
-14.899999999999999,0
-20.199999999999996,0
7.499999999999999,1
-2.09999999999998,0
-13.600000000000001,0
-15.499999999999996,0
-15.399999999999995,0
-12.0,0
-15.699999999999996,0
8.299999999999999,1
8.8,1
-19.89999999999999,0
-13.900000000000002,0
-19.09999999999999,0
-23.199999999999985,0
-11.6,0
0.40000000000001457,1
-17.69999999999999,0
-15.599999999999996,0
-12.700000000000001,0
-11.2,0
8.2,1
4.700000000000003,1
-11.5,0
-17.79999999999999,0
-11.8,0
-14.399999999999999,0
5.7,1
-11.1,0
-12.600000000000001,0
5.999999999999999,1
-14.2,0
-12.8,0
-15.399999999999999,0
-13.400000000000002,0
-11.8,0
-10.4,0
-15.299999999999997,0
-13.900000000000002,0
-11.2,0
-14.5,0
-12.8,0
-12.8,0
-16.599999999999994,0
6.799999999999999,1
-11.4,0
-12.100000000000001,0
-11.5,0
-14.4,0
-11.2,0
-13.100000000000001,0
-14.899999999999999,0
-11.3,0
-11.6,0
9.0,1
-10.9,0
-13.200000000000001,0
-15.099999999999998,0
-11.700000000000001,0
-11.6,0
-14.7,0
-13.200000000000001,0
-11.3,0
-12.3,0
-13.000000000000002,0
-10.5,0
-18.099999999999994,0
-12.0,0
-14.100000000000001,0
-13.200000000000001,0
-11.5,0
-11.6,0
-12.100000000000001,0
-13.700000000000001,0
8.5,1
-11.8,0
4.200000000000005,1
-11.0,0
-14.100000000000001,0
5.799999999999999,1
-12.0,0
-11.1,0
-10.8,0
-11.3,0
-11.8,0
-17.599999999999987,0
-10.9,0
-10.9,0
-11.700000000000001,0
-11.1,0
-15.499999999999996,0
-11.9,0
-10.6,0
-12.200000000000001,0
6.099999999999998,1
-10.4,0
7.299999999999999,1
-10.6,0
-12.900000000000002,0
-20.699999999999996,0
-14.6,0
-14.499999999999979,0
-11.6,0
-13.3,0
-11.1,0
7.8999999999999995,1
-13.100000000000001,0
-16.099999999999998,0
-14.999999999999998,0
-10.7,0
-14.899999999999999,0
-11.8,0
3.5000000000000036,1
-11.2,0
-11.1,0
-14.6,0
-21.999999999999986,0
-11.8,0
-11.1,0
-11.6,0
-11.8,0
-17.29999999999999,0
-13.000000000000002,0
-16.299999999999997,0
-13.700000000000001,0
-16.499999999999993,0
5.200000000000001,1
5.6,1
-13.0,0
-12.700000000000001,0
-11.0,0
-10.7,0
-15.599999999999996,0
-12.5,0
-13.800000000000002,0
-11.2,0
-11.4,0
-10.7,0
-11.0,0
-12.100000000000001,0
-12.8,0
-11.9,0
6.399999999999999,1
-12.100000000000001,0
-14.6,0
-15.199999999999998,0
-11.6,0
-10.7,0
-12.200000000000001,0
-12.3,0
-13.500000000000002,0
-12.3,0
-12.0,0
7.799999999999999,1
-15.799999999999999,0
-16.299999999999994,0
-10.6,0
-11.5,0
-14.999999999999998,0
-10.7,0
-13.500000000000002,0
-13.000000000000002,0
-13.0,0
-11.0,0
-11.9,0
-18.299999999999986,0
-15.199999999999996,0
-10.6,0
-15.399999999999999,0
-14.100000000000001,0
7.699999999999999,1
6.899999999999999,1
-15.899999999999995,0
-13.100000000000001,0
-12.5,0
-12.0,0
-14.8,0
-12.4,0
-12.900000000000002,0
-12.200000000000001,0
-13.700000000000003,0
-11.3,0
-13.900000000000002,0
-14.900000000000002,0
-12.0,0
-12.8,0
-11.2,0
-11.0,0
-16.699999999999996,0
1.6000000000000085,1
-12.5,0
-12.5,0
-14.2,0
-11.9,0
-11.5,0
-12.3,0
8.6,1
-12.600000000000001,0
-11.5,0
-14.5,0
-13.600000000000001,0
-14.8,0
-10.8,0
-12.3,0
4.500000000000004,1
-14.100000000000001,0
-10.8,0
8.8,1
8.6,1
-13.3,0
-11.6,0
-11.700000000000001,0
-13.3,0
-11.3,0
-10.6,0
-17.1,0
-12.8,0
-12.3,0
-12.9,0
-13.100000000000001,0
-14.4,0
-11.3,0
-14.399999999999999,0
-11.700000000000001,0
3.4000000000000075,1
-1.29999999999999,0
-12.4,0
-12.900000000000002,0
-11.3,0
5.000000000000002,1
-16.199999999999996,0
-10.7,0
4.800000000000003,1
-15.399999999999999,0
-13.7,0
-13.200000000000001,0
7.199999999999999,1
-23.099999999999984,0
-11.5,0
-11.6,0
-12.200000000000001,0
-12.4,0
-13.700000000000003,0
-12.6,0
-11.700000000000001,0
-10.9,0
-13.000000000000002,0
-19.5,0
-10.9,0
-17.599999999999987,0
-12.100000000000001,0
-10.5,0
6.1999999999999975,1
-10.7,0
-13.200000000000001,0
-11.6,0
-12.3,0
-10.9,0
-10.6,0
-11.2,0
-17.29999999999999,0
-13.600000000000001,0
-15.199999999999996,0
-11.5,0
-23.199999999999996,0
-13.600000000000001,0
-12.4,0
-13.0,0
-11.0,0
-11.700000000000001,0
-10.6,0
-10.5,0
-11.1,0
7.799999999999999,1
-10.9,0
-24.099999999999987,0
-16.699999999999992,0
5.200000000000001,1
-14.5,0
-12.0,0
6.599999999999998,1
-12.0,0
-19.299999999999986,0
7.8999999999999995,1
8.9,1
3.600000000000004,1
-16.299999999999994,0
-11.6,0
-13.5,0
2.5000000000000018,1
-11.6,0
-15.099999999999998,0
-14.899999999999999,0
-15.6,0
-10.5,0
8.9,1
-14.2,0
-13.400000000000002,0
-11.700000000000001,0
-11.9,0
-10.8,0
-14.799999999999997,0
-11.8,0
-13.400000000000002,0
5.4,1
-13.3,0
-11.9,0
-14.2,0
7.699999999999999,1
6.9,1
-11.0,0
-24.09999999999997,0
-12.100000000000001,0
-12.0,0
-10.6,0
2.8000000000000096,1
-11.5,0
-17.599999999999994,0
-11.3,0
-11.6,0
-12.0,0
-14.999999999999996,0
-14.399999999999999,0
-12.700000000000001,0
1.800000000000006,1
-16.69999999999999,0
-11.5,0
-16.7,0
4.500000000000004,1
-11.4,0
8.8,1
-16.599999999999998,0
-14.100000000000001,0
-11.9,0
-10.9,0
-13.3,0
-14.0,0
-19.599999999999987,0
-17.4,0
-10.7,0
-13.000000000000002,0
6.899999999999999,1
-14.000000000000002,0
-15.5,0
-14.4,0
9.1,1
-14.000000000000002,0
-12.4,0
7.299999999999999,1
-11.0,0
-12.600000000000001,0
-14.2,0
-12.5,0
-15.699999999999996,0
-14.999999999999998,0
3.0000000000000053,1
-15.799999999999995,0
-12.3,0
-15.299999999999997,0
-14.499999999999975,0
-10.4,0
-11.2,0
-11.1,0
-14.1,0
-14.3,0
-11.0,0
-11.4,0
-11.4,0
-13.100000000000001,0
7.800000000000001,1
-10.7,0
-11.1,0
5.500000000000001,1
8.8,1
-10.4,0
-13.000000000000002,0
-13.900000000000002,0
6.399999999999999,1
-11.700000000000001,0
-12.9,0
-12.900000000000002,0
-13.6,0
-14.0,0
-11.9,0
-15.999999999999995,0
-16.89999999999999,0
-20.399999999999984,0
-12.700000000000001,0
-10.9,0
-17.699999999999996,0
-10.7,0
-12.700000000000001,0
7.799999999999999,1
-13.700000000000001,0
-22.299999999999983,0
-19.499999999999986,0
-12.4,0
-18.89999999999999,0
-13.0,0
8.9,1
-10.7,0
-15.499999999999995,0
-16.999999999999993,0
-10.7,0
-13.3,0
-19.099999999999994,0
8.9,1
-15.999999999999995,0
-14.599999999999998,0
-13.000000000000002,0
7.6,1
-11.0,0
-12.900000000000002,0
-13.800000000000002,0
-15.199999999999998,0
-11.9,0
6.799999999999999,1
-12.7,0
3.6000000000000076,1
-13.600000000000001,0
-15.3,0
7.199999999999999,1
-12.9,0
-14.3,0
-11.5,0
-11.5,0
-11.2,0
-11.3,0
-13.600000000000001,0
9.2,1
-13.200000000000001,0
-13.400000000000002,0
-12.4,0
-11.9,0
-10.6,0
-12.2,0
-12.3,0
-11.1,0
-11.8,0
-10.9,0
9.2,1
-16.199999999999996,0
-12.4,0
-13.700000000000003,0
-12.0,0
-16.799999999999997,0
-12.8,0
-10.8,0
6.499999999999998,1
-16.999999999999996,0
-12.5,0
-14.200000000000001,0
-11.9,0
-12.8,0
-10.4,0
-12.3,0
-17.999999999999993,0
-12.5,0
5.899999999999999,1
-11.0,0
-15.099999999999998,0
-13.100000000000001,0
7.6,1
-13.9,0
-13.200000000000001,0
-11.5,0
-10.8,0
-14.999999999999996,0
5.999999999999999,1
-11.5,0
-12.600000000000001,0
-12.5,0
-11.700000000000001,0
-13.200000000000001,0
-16.199999999999996,0
-13.900000000000002,0
-19.899999999999988,0
-11.3,0
-11.0,0
-13.3,0
-11.1,0
-10.6,0
-13.400000000000002,0
-11.700000000000001,0
-11.5,0
-11.1,0
-11.8,0
-11.1,0
-12.5,0
7.299999999999999,1
7.199999999999999,1
-15.999999999999995,0
-17.899999999999995,0
6.399999999999999,1
-15.6,0
-13.100000000000001,0
-15.899999999999995,0
-13.0,0
-13.700000000000003,0
-10.6,0
4.200000000000003,1
-13.600000000000001,0
6.499999999999999,1
3.800000000000007,1
-12.100000000000001,0
-10.7,0
-16.499999999999993,0
-17.299999999999997,0
5.000000000000002,1
6.499999999999998,1
-12.9,0
-13.3,0
-12.8,0
-14.599999999999998,0
-13.100000000000001,0
-11.1,0
-12.100000000000001,0
-11.8,0
-10.8,0
-15.499999999999996,0
-14.2,0
-10.4,0
-12.4,0
-11.1,0
-11.3,0
8.4,1
-20.799999999999994,0
-16.1,0
8.1,1
-12.200000000000001,0
-10.8,0
-12.0,0
4.900000000000003,1
-10.8,0
-12.8,0
-11.8,0
5.799999999999999,1
3.900000000000003,1
-16.6,0
-10.9,0
-11.9,0
-13.3,0
4.700000000000004,1
-13.700000000000001,0
-14.5,0
8.4,1
-10.9,0
-14.5,0
-13.100000000000001,0
-13.900000000000002,0
-11.8,0
-12.0,0
-10.4,0
-10.7,0
-11.5,0
-15.999999999999993,0
-10.6,0
-10.4,0
-14.599999999999998,0
-10.6,0
-11.6,0
-12.200000000000001,0
-11.8,0
-12.8,0
4.8999999999999995,1
-14.999999999999998,0
-15.599999999999996,0
-12.600000000000001,0
7.399999999999999,1
-10.8,0
-11.700000000000001,0
-11.700000000000001,0
-12.3,0
4.6,1
-14.2,0
-17.299999999999994,0
-14.6,0
-12.8,0
-17.399999999999988,0
-11.1,0
6.799999999999999,1
-14.5,0
-14.000000000000002,0
-12.200000000000001,0
-12.200000000000001,0
-11.1,0
-15.000000000000002,0
-14.2,0
-16.499999999999996,0
-10.8,0
-13.200000000000001,0
-14.2,0
-10.5,0
9.0,1
-10.8,0
-12.100000000000001,0
-12.3,0
8.299999999999999,1
-15.899999999999999,0
-13.100000000000001,0
-15.399999999999983,0
-10.8,0
-13.400000000000002,0
-13.500000000000002,0
-14.3,0
-10.9,0
-12.5,0
-10.8,0
-13.400000000000002,0
-12.100000000000001,0
-13.100000000000001,0
-11.1,0
-17.699999999999992,0
0.2000000000000135,1
-19.89999999999998,0
-11.700000000000001,0
-16.599999999999994,0
8.2,1
-10.5,0
-11.9,0
-11.9,0
-14.499999999999998,0
6.1999999999999975,1
-12.700000000000001,0
-12.4,0
-11.7,0
-11.700000000000001,0
6.799999999999999,1
-13.400000000000002,0
-13.3,0
3.800000000000007,1
-11.7,0
-11.6,0
-13.3,0
-13.4,0
-10.6,0
-12.5,0
-17.399999999999988,0
-10.7,0
3.3000000000000007,1
-12.900000000000002,0
-15.7,0
-15.299999999999997,0
-12.4,0
-11.9,0
-11.700000000000001,0
-12.900000000000002,0
-12.5,0
6.799999999999999,1
-17.099999999999994,0
-10.7,0
-11.9,0
-16.4,0
-11.1,0
-9.99999999999998,0
-14.599999999999998,0
4.999999999999999,1
-11.1,0
-12.8,0
-11.1,0
-12.100000000000001,0
-10.6,0
-14.999999999999996,0
-11.8,0
-11.0,0
-29.30000000000002,0
-15.899999999999995,0
-18.79999999999999,0
-11.2,0
-12.5,0
7.8999999999999995,1
-12.100000000000001,0
-11.0,0
-17.299999999999997,0
-13.0,0
-14.5,0
-11.9,0
-11.2,0
-13.200000000000001,0
8.1,1
-12.600000000000001,0
-12.200000000000001,0
-16.699999999999996,0
-11.4,0
-11.2,0
-11.9,0
8.0,1
-12.700000000000001,0
-14.399999999999999,0
-11.1,0
-10.4,0
-11.3,0
-11.4,0
3.5,1
-12.3,0
-11.1,0
-15.799999999999994,0
4.900000000000002,1
-18.899999999999984,0
7.8999999999999995,1
-13.500000000000002,0
-12.0,0
-14.799999999999999,0
-13.800000000000002,0
8.2,1
-12.700000000000001,0
-10.8,0
-12.200000000000001,0
-10.7,0
-11.0,0
-11.3,0
-13.600000000000001,0
-14.7,0
-12.200000000000001,0
-14.999999999999996,0
-12.2,0
-11.2,0
-11.700000000000001,0
2.200000000000009,1
-11.2,0
-13.400000000000002,0
-12.600000000000001,0
-14.999999999999998,0
-11.6,0
-10.9,0
-10.8,0
-11.2,0
-12.5,0
7.199999999999999,1
-12.100000000000001,0
-13.0,0
-10.6,0
-11.2,0
-13.000000000000002,0
-11.2,0
8.0,1
-14.5,0
-19.29999999999999,0
-11.1,0
6.299999999999999,1
-12.4,0
-21.799999999999983,0
-13.800000000000002,0
-14.5,0
-12.100000000000001,0
-12.600000000000001,0
-11.5,0
5.6,1
-15.299999999999997,0
-13.500000000000002,0
-11.2,0
-13.800000000000002,0
-11.9,0
-11.700000000000001,0
-12.5,0
-14.8,0
-11.700000000000001,0
-12.100000000000001,0
-13.400000000000002,0
-10.8,0
-12.8,0
-11.8,0
-11.3,0
-11.1,0
-14.399999999999999,0
6.1999999999999975,1
-11.5,0
-12.100000000000001,0
-16.599999999999994,0
-14.399999999999999,0
-13.100000000000001,0
-11.0,0
-11.6,0
-11.2,0
-15.799999999999994,0
-12.600000000000001,0
-12.3,0
-11.3,0
-10.8,0
-13.400000000000002,0
8.2,1
8.8,1
-13.000000000000002,0
-14.399999999999999,0
-12.200000000000001,0
-10.7,0
-12.100000000000001,0
-10.7,0
-13.9,0
-12.9,0
-11.9,0
-17.999999999999993,0
-12.3,0
-15.399999999999995,0
-12.2,0
-13.3,0
-12.4,0
-11.1,0
-13.100000000000001,0
-11.5,0
-14.200000000000001,0
-10.5,0
-10.7,0
-18.499999999999993,0
-11.1,0
-11.700000000000001,0
-13.800000000000002,0
8.299999999999999,1
-11.1,0
-12.0,0
-11.3,0
-19.099999999999998,0
8.6,1
3.000000000000007,1
-14.000000000000002,0
-10.6,0
-14.799999999999999,0
-13.200000000000001,0
-12.100000000000001,0
-11.4,0
-10.8,0
-13.500000000000002,0
-10.6,0
-11.5,0
-10.9,0
-11.0,0
-10.6,0
-14.3,0
-12.8,0
3.5000000000000036,1
1.8000000000000131,1
-12.900000000000002,0
-14.100000000000001,0
-10.7,0
-13.900000000000002,0
-10.8,0
-12.600000000000001,0
-11.9,0
-12.8,0
-13.3,0
-12.100000000000001,0
-10.6,0
-14.3,0
-10.7,0
-11.9,0
-12.8,0
-13.700000000000003,0
-15.199999999999998,0
2.900000000000002,1
-11.6,0
-13.100000000000001,0
-14.7,0
5.899999999999999,1
-11.8,0
-11.700000000000001,0
-12.8,0
-12.600000000000001,0
-10.9,0
-10.7,0
-12.700000000000001,0
-13.3,0
5.100000000000001,1
-11.0,0
7.199999999999999,1
6.499999999999998,1
-11.4,0
-13.700000000000003,0
5.100000000000001,1
-11.8,0
7.099999999999999,1
-17.399999999999995,0
-14.3,0
-11.700000000000001,0
-13.000000000000002,0
-12.3,0
-15.399999999999997,0
-10.6,0
-10.7,0
-11.4,0
9.1,1
-10.7,0
3.300000000000008,1
7.6,1
-10.9,0
-11.4,0
-12.200000000000001,0
-13.200000000000001,0
-14.799999999999997,0
-14.3,0
-13.600000000000001,0
-11.3,0
-10.6,0
-12.700000000000001,0
-12.5,0
-11.6,0
-12.7,0
-14.5,0
-12.900000000000002,0
-14.0,0
-11.700000000000001,0
-11.2,0
-10.6,0
-10.9,0
-11.4,0
-11.1,0
-12.600000000000001,0
-11.4,0
-11.5,0
-13.500000000000002,0
-11.0,0
-11.8,0
-11.6,0
-10.6,0
-13.200000000000001,0
-10.6,0
-12.700000000000001,0
-19.39999999999999,0
8.2,1
7.799999999999999,1
-15.0,0
-10.8,0
-15.099999999999998,0
-12.3,0
-17.099999999999998,0
-11.6,0
-10.4,0
-11.6,0
-10.5,0
-11.2,0
-10.6,0
-11.5,0
-10.9,0
-11.6,0
-11.6,0
-13.000000000000002,0
-11.0,0
-13.100000000000001,0
-14.4,0
8.299999999999999,1
-11.3,0
-11.2,0
-12.900000000000002,0
-11.8,0
-14.6,0
-11.1,0
-14.7,0
-12.5,0
-10.6,0
-12.0,0
8.7,1
8.6,1
-11.700000000000001,0
-14.100000000000001,0
-13.100000000000001,0
-11.4,0
-10.6,0
-13.600000000000001,0
7.199999999999999,1
7.399999999999999,1
2.400000000000012,1
-13.5,0
-13.3,0
8.8,1
-10.9,0
-16.099999999999994,0
-11.8,0
-12.700000000000001,0
-15.899999999999995,0
-10.8,0
-11.6,0
-10.7,0
-11.5,0
-10.9,0
-14.899999999999999,0
-13.100000000000001,0
-10.6,0
5.8,1
-12.600000000000001,0
-12.200000000000001,0
-12.100000000000001,0
-20.499999999999986,0
-19.099999999999994,0
-13.800000000000002,0
-15.299999999999997,0
-12.700000000000001,0
-12.4,0
-12.0,0
7.499999999999999,1
-10.7,0
-13.500000000000002,0
-12.5,0
-11.700000000000001,0
-10.6,0
-12.8,0
-13.500000000000002,0
-18.89999999999999,0
-12.200000000000001,0
-11.5,0
-11.0,0
-10.7,0
-12.600000000000001,0
8.9,1
-10.6,0
-13.700000000000003,0
-11.4,0
6.899999999999999,1
8.0,1
-13.700000000000003,0
-11.0,0
-12.3,0
-13.500000000000002,0
8.6,1
-19.999999999999986,0
-14.5,0
-13.800000000000002,0
-13.100000000000001,0
-13.8,0
-12.600000000000001,0
-12.600000000000001,0
-12.900000000000002,0
-10.8,0
-11.2,0
-12.600000000000001,0
-11.5,0
-12.3,0
-10.9,0
-13.4,0
8.6,1
8.9,1
-11.2,0
-11.9,0
-12.200000000000001,0
-10.7,0
-11.2,0
-12.4,0
-10.5,0
-12.700000000000001,0
-11.2,0
-11.2,0
-11.4,0
-12.2,0
-10.7,0
-11.9,0
-13.8,0
-11.2,0
-12.8,0
-11.3,0
-12.700000000000001,0
9.5,1
-10.8,0
-11.0,0
-13.900000000000002,0
5.8,1
-11.3,0
-11.8,0
-13.100000000000001,0
-11.2,0
3.5000000000000053,1
-11.5,0
-14.5,0
-11.5,0
-12.0,0
-12.4,0
